x,y
79.904540,76.093023
79.906979,76.143234
79.909387,76.193447
79.911763,76.243661
79.914108,76.293877
79.916421,76.344094
79.918703,76.394313
79.920953,76.444533
79.923171,76.494754
79.925358,76.544977
79.927513,76.595202
79.929637,76.645427
79.931729,76.695654
79.933790,76.745883
79.935819,76.796112
79.937816,76.846343
79.939782,76.896575
79.941716,76.946808
79.943619,76.997043
79.945490,77.047278
79.947330,77.097515
79.949138,77.147753
79.950915,77.197992
79.952660,77.248233
79.954373,77.298474
79.956055,77.348716
79.957705,77.398960
79.959324,77.449204
79.960911,77.499450
79.962466,77.549696
79.963990,77.599943
79.965483,77.650192
79.966943,77.700441
79.968373,77.750691
79.969770,77.800942
79.971136,77.851194
79.972471,77.901447
79.973774,77.951701
79.975045,78.001955
79.976285,78.052210
79.977493,78.102466
79.978669,78.152723
79.979814,78.202980
79.980928,78.253239
79.982010,78.303497
79.983060,78.353757
79.984079,78.404017
79.985066,78.454278
79.986021,78.504539
79.986945,78.554801
79.987838,78.605064
79.988698,78.655327
79.989527,78.705591
79.990325,78.755855
79.991091,78.806120
79.991825,78.856385
79.992528,78.906650
79.993200,78.956916
79.993839,79.007183
79.994447,79.057450
79.995024,79.107717
79.995569,79.157985
79.996082,79.208252
79.996564,79.258521
79.997014,79.308789
79.997432,79.359058
79.997819,79.409327
79.998175,79.459596
79.998499,79.509866
79.998791,79.560135
79.999051,79.610405
79.999280,79.660675
79.999478,79.710945
79.999644,79.761215
79.999778,79.811486
79.999881,79.861756
79.999952,79.912027
79.999991,79.962297
79.999999,80.012568
79.999975,80.062838
79.999920,80.113109
79.999833,80.163379
79.999715,80.213649
79.999565,80.263920
79.999383,80.314190
79.999170,80.364460
79.998925,80.414730
79.998649,80.465000
79.998341,80.515269
79.998001,80.565539
79.997630,80.615808
79.997227,80.666077
79.996793,80.716345
79.996327,80.766614
79.995829,80.816882
79.995300,80.867149
79.994739,80.917417
79.994147,80.967684
79.993523,81.017950
79.992868,81.068217
79.992181,81.118482
79.991462,81.168748
79.990712,81.219013
79.989930,81.269277
79.989117,81.319541
79.988272,81.369804
79.987395,81.420067
79.986487,81.470330
79.985547,81.520591
79.984576,81.570852
79.983573,81.621113
79.982539,81.671373
79.981473,81.721632
79.980375,81.771891
79.979246,81.822148
79.978085,81.872405
79.976893,81.922662
79.975669,81.972917
79.974413,82.023172
79.973126,82.073426
79.971807,82.123680
79.970457,82.173932
79.969075,82.224183
79.967662,82.274434
79.966217,82.324684
79.964740,82.374933
79.963232,82.425180
79.961692,82.475427
79.960121,82.525673
79.958518,82.575918
79.956884,82.626162
79.955218,82.676405
79.953520,82.726647
79.951791,82.776888
79.950030,82.827127
79.948238,82.877366
79.946414,82.927603
79.944559,82.977840
79.942672,83.028075
79.940753,83.078309
79.938803,83.128541
79.936821,83.178773
79.934808,83.229003
79.932763,83.279232
79.930687,83.329459
79.928579,83.379686
79.926439,83.429911
79.924268,83.480134
79.922066,83.530356
79.919831,83.580577
79.917566,83.630797
79.915268,83.681015
79.912940,83.731231
79.910579,83.781446
79.908187,83.831660
79.905764,83.881872
79.903309,83.932082
79.900822,83.982291
79.898304,84.032499
79.895754,84.082705
79.893173,84.132909
79.890560,84.183111
79.887916,84.233312
79.885240,84.283512
79.882532,84.333709
79.879793,84.383905
79.877023,84.434099
79.874221,84.484291
79.871387,84.534482
79.868522,84.584671
79.865625,84.634858
79.862697,84.685043
79.859737,84.735226
79.856746,84.785408
79.853723,84.835587
79.850669,84.885765
79.847583,84.935940
79.844465,84.986114
79.841317,85.036286
79.838136,85.086456
79.834924,85.136624
79.831681,85.186789
79.828405,85.236953
79.825099,85.287115
79.821761,85.337274
79.818391,85.387432
79.814990,85.437587
79.811557,85.487740
79.808093,85.537891
79.804598,85.588040
79.801070,85.638187
79.797512,85.688331
79.793922,85.738473
79.790300,85.788613
79.786647,85.838751
79.782962,85.888886
79.779246,85.939019
79.775498,85.989150
79.771719,86.039278
79.767908,86.089404
79.764066,86.139527
79.760192,86.189648
79.756287,86.239767
79.752350,86.289883
79.748382,86.339997
79.744382,86.390108
79.740351,86.440216
79.736289,86.490322
79.732194,86.540426
79.728069,86.590527
79.723912,86.640625
79.719723,86.690721
79.715503,86.740814
79.711252,86.790904
79.706969,86.840992
79.702654,86.891077
79.698308,86.941159
79.693931,86.991239
79.689522,87.041316
79.685081,87.091390
79.680610,87.141461
79.676106,87.191529
79.671571,87.241595
79.667005,87.291658
79.662408,87.341717
79.657778,87.391774
79.653118,87.441828
79.648426,87.491879
79.643702,87.541928
79.638947,87.591973
79.634161,87.642015
79.629343,87.692054
79.624494,87.742090
79.619613,87.792123
79.614701,87.842153
79.609758,87.892180
79.604783,87.942203
79.599776,87.992224
79.594738,88.042242
79.589669,88.092256
79.584568,88.142267
79.579436,88.192275
79.574272,88.242279
79.569077,88.292281
79.563851,88.342279
79.558593,88.392274
79.553304,88.442265
79.547983,88.492253
79.542631,88.542238
79.537248,88.592219
79.531833,88.642197
79.526386,88.692172
79.520909,88.742143
79.515400,88.792111
79.509859,88.842075
79.504287,88.892036
79.498684,88.941993
79.493049,88.991947
79.487383,89.041897
79.481686,89.091844
79.475957,89.141787
79.470197,89.191726
79.464405,89.241662
79.458582,89.291594
79.452728,89.341522
79.446842,89.391447
79.440925,89.441368
79.434977,89.491286
79.428997,89.541199
79.422986,89.591109
79.416943,89.641015
79.410869,89.690917
79.404764,89.740816
79.398627,89.790710
79.392459,89.840601
79.386260,89.890488
79.380029,89.940371
79.373767,89.990250
79.367474,90.040125
79.361149,90.089996
79.354793,90.139863
79.348406,90.189726
79.341987,90.239585
79.335537,90.289440
79.329056,90.339291
79.322543,90.389138
79.315999,90.438980
79.309424,90.488819
79.302817,90.538653
79.296179,90.588484
79.289510,90.638310
79.282809,90.688132
79.276077,90.737950
79.269314,90.787763
79.262520,90.837572
79.255694,90.887377
79.248837,90.937178
79.241948,90.986974
79.235029,91.036766
79.228078,91.086554
79.221096,91.136337
79.214082,91.186116
79.207037,91.235890
79.199961,91.285660
79.192854,91.335426
79.185715,91.385187
79.178545,91.434944
79.171344,91.484696
79.164112,91.534443
79.156848,91.584186
79.149553,91.633925
79.142227,91.683658
79.134870,91.733388
79.127481,91.783112
79.120061,91.832832
79.112610,91.882547
79.105128,91.932258
79.097614,91.981964
79.090069,92.031665
79.082493,92.081361
79.074886,92.131053
79.067247,92.180739
79.059577,92.230421
79.051877,92.280099
79.044144,92.329771
79.036381,92.379438
79.028586,92.429101
79.020760,92.478758
79.012903,92.528411
79.005015,92.578059
78.997096,92.627702
78.989145,92.677340
78.981163,92.726972
78.973150,92.776600
78.965106,92.826223
78.957031,92.875841
78.948924,92.925453
78.940787,92.975061
78.932618,93.024663
78.924418,93.074260
78.916187,93.123852
78.907924,93.173439
78.899631,93.223021
78.891306,93.272597
78.882950,93.322168
78.874563,93.371734
78.866145,93.421295
78.857696,93.470850
78.849215,93.520400
78.840704,93.569945
78.832161,93.619484
78.823587,93.669018
78.814983,93.718547
78.806346,93.768070
78.797679,93.817588
78.788981,93.867100
78.780252,93.916607
78.771491,93.966108
78.762700,94.015604
78.753877,94.065094
78.745023,94.114579
78.736138,94.164058
78.727222,94.213532
78.718275,94.262999
78.709297,94.312462
78.700288,94.361918
78.691248,94.411369
78.682176,94.460815
78.673074,94.510254
78.663940,94.559688
78.654776,94.609116
78.645580,94.658538
78.636353,94.707955
78.627096,94.757366
78.617807,94.806770
78.608487,94.856170
78.599136,94.905563
78.589754,94.954950
78.580341,95.004331
78.570897,95.053707
78.561422,95.103076
78.551916,95.152440
78.542379,95.201797
78.532811,95.251149
78.523212,95.300495
78.513582,95.349834
78.503921,95.399167
78.494229,95.448495
78.484506,95.497816
78.474752,95.547131
78.464967,95.596440
78.455151,95.645743
78.445304,95.695040
78.435426,95.744330
78.425517,95.793614
78.415577,95.842892
78.405606,95.892164
78.395605,95.941430
78.385572,95.990689
78.375508,96.039942
78.365413,96.089188
78.355288,96.138428
78.345131,96.187662
78.334944,96.236890
78.324725,96.286111
78.314476,96.335325
78.304196,96.384533
78.293885,96.433735
78.283542,96.482930
78.273169,96.532119
78.262765,96.581301
78.252331,96.630477
78.241865,96.679646
78.231368,96.728808
78.220841,96.777964
78.210282,96.827113
78.199693,96.876256
78.189073,96.925392
78.178422,96.974521
78.167740,97.023643
78.157027,97.072759
78.146284,97.121868
78.135509,97.170970
78.124704,97.220066
78.113868,97.269155
78.103000,97.318237
78.092103,97.367312
78.081174,97.416380
78.070214,97.465441
78.059224,97.514496
78.048203,97.563543
78.037151,97.612584
78.026068,97.661617
78.014954,97.710644
78.003810,97.759663
77.992635,97.808676
77.981429,97.857682
77.970192,97.906680
77.958924,97.955672
77.947626,98.004656
77.936297,98.053633
77.924937,98.102604
77.913546,98.151567
77.902124,98.200522
77.890672,98.249471
77.879189,98.298412
77.867675,98.347347
77.856131,98.396274
77.844556,98.445193
77.832950,98.494106
77.821313,98.543011
77.809645,98.591909
77.797947,98.640799
77.786218,98.689682
77.774459,98.738558
77.762669,98.787426
77.750847,98.836287
77.738996,98.885141
77.727113,98.933987
77.715200,98.982825
77.703256,99.031656
77.691282,99.080480
77.679277,99.129296
77.667241,99.178104
77.655174,99.226905
77.643077,99.275698
77.630950,99.324484
77.618791,99.373262
77.606602,99.422032
77.594382,99.470795
77.582132,99.519550
77.569851,99.568297
77.557539,99.617037
77.545197,99.665769
77.532824,99.714493
77.520420,99.763209
77.507986,99.811918
77.495521,99.860618
77.483026,99.909311
77.470500,99.957996
77.457944,100.006673
77.445357,100.055342
77.432739,100.104004
77.420091,100.152657
77.407412,100.201302
77.394702,100.249940
77.381962,100.298569
77.369192,100.347190
77.356391,100.395804
77.343559,100.444409
77.330697,100.493006
77.317804,100.541595
77.304881,100.590176
77.291927,100.638749
77.278943,100.687314
77.265928,100.735871
77.252883,100.784419
77.239807,100.832959
77.226701,100.881491
77.213564,100.930015
77.200397,100.978530
77.187199,101.027037
77.173971,101.075536
77.160712,101.124027
77.147423,101.172509
77.134103,101.220983
77.120753,101.269448
77.107373,101.317905
77.093962,101.366354
77.080520,101.414794
77.067048,101.463226
77.053546,101.511649
77.040013,101.560064
77.026450,101.608470
77.012857,101.656868
76.999233,101.705257
76.985578,101.753637
76.971893,101.802009
76.958178,101.850373
76.944433,101.898728
76.930657,101.947074
76.916850,101.995411
76.903014,102.043740
76.889147,102.092060
76.875249,102.140371
76.861322,102.188674
76.847363,102.236968
76.833375,102.285253
76.819356,102.333529
76.805307,102.381797
76.791228,102.430055
76.777118,102.478305
76.762978,102.526546
76.748807,102.574778
76.734607,102.623001
76.720375,102.671215
76.706114,102.719420
76.691823,102.767616
76.677501,102.815803
76.663149,102.863982
76.648766,102.912151
76.634353,102.960311
76.619910,103.008462
76.605437,103.056604
76.590934,103.104737
76.576400,103.152861
76.561836,103.200975
76.547242,103.249081
76.532618,103.297177
76.517963,103.345264
76.503278,103.393342
76.488563,103.441411
76.473818,103.489470
76.459042,103.537520
76.444237,103.585561
76.429401,103.633592
76.414535,103.681614
76.399639,103.729627
76.384712,103.777631
76.369756,103.825625
76.354769,103.873609
76.339752,103.921584
76.324705,103.969550
76.309628,104.017506
76.294521,104.065453
76.279384,104.113391
76.264216,104.161318
76.249019,104.209237
76.233791,104.257145
76.218533,104.305044
76.203245,104.352934
76.187927,104.400814
76.172579,104.448684
76.157201,104.496545
76.141793,104.544396
76.126355,104.592237
76.110886,104.640068
76.095388,104.687890
76.079860,104.735702
76.064301,104.783504
76.048713,104.831297
76.033094,104.879080
76.017446,104.926852
76.001767,104.974615
75.986058,105.022369
75.970320,105.070112
75.954551,105.117845
75.938753,105.165569
75.922924,105.213282
75.907066,105.260986
75.891177,105.308679
75.875258,105.356363
75.859310,105.404037
75.843332,105.451700
75.827323,105.499354
75.811285,105.546997
75.795217,105.594631
75.779119,105.642254
75.762991,105.689867
75.746833,105.737470
75.730645,105.785063
75.714427,105.832645
75.698179,105.880218
75.681902,105.927780
75.665594,105.975332
75.649257,106.022874
75.632890,106.070405
75.616492,106.117926
75.600065,106.165437
75.583609,106.212938
75.567122,106.260428
75.550606,106.307908
75.534059,106.355377
75.517483,106.402836
75.500877,106.450284
75.484241,106.497723
75.467576,106.545150
75.450880,106.592567
75.434155,106.639974
75.417400,106.687370
75.400616,106.734756
75.383801,106.782131
75.366957,106.829495
75.350083,106.876849
75.333179,106.924193
75.316245,106.971525
75.299282,107.018847
75.282289,107.066159
75.265266,107.113459
75.248214,107.160749
75.231132,107.208028
75.214020,107.255297
75.196878,107.302554
75.179707,107.349801
75.162506,107.397038
75.145276,107.444263
75.128015,107.491477
75.110725,107.538681
75.093406,107.585874
75.076056,107.633056
75.058677,107.680226
75.041269,107.727386
75.023831,107.774536
75.006363,107.821674
74.988865,107.868801
74.971338,107.915917
74.953782,107.963022
74.936196,108.010116
74.918580,108.057199
74.900934,108.104271
74.883259,108.151332
74.865555,108.198381
74.847821,108.245420
74.830057,108.292447
74.812264,108.339463
74.794441,108.386468
74.776589,108.433462
74.758707,108.480445
74.740796,108.527416
74.722855,108.574376
74.704884,108.621325
74.686884,108.668263
74.668855,108.715189
74.650796,108.762104
74.632708,108.809007
74.614590,108.855899
74.596443,108.902780
74.578266,108.949649
74.560060,108.996507
74.541825,109.043354
74.523560,109.090189
74.505265,109.137012
74.486941,109.183824
74.468588,109.230624
74.450205,109.277413
74.431793,109.324191
74.413352,109.370956
74.394881,109.417711
74.376381,109.464453
74.357851,109.511184
74.339292,109.557903
74.320704,109.604611
74.302086,109.651307
74.283439,109.697991
74.264763,109.744663
74.246057,109.791324
74.227322,109.837973
74.208558,109.884610
74.189764,109.931236
74.170941,109.977849
74.152089,110.024451
74.133208,110.071041
74.114297,110.117619
74.095357,110.164185
74.076388,110.210739
74.057389,110.257281
74.038362,110.303812
74.019305,110.350330
74.000219,110.396836
73.981103,110.443331
73.961958,110.489813
73.942785,110.536283
73.923582,110.582742
73.904349,110.629188
73.885088,110.675622
73.865797,110.722044
73.846478,110.768454
73.827129,110.814851
73.807751,110.861237
73.788344,110.907610
73.768907,110.953971
73.749442,111.000320
73.729947,111.046657
73.710423,111.092981
73.690871,111.139293
73.671289,111.185593
73.651678,111.231881
73.632038,111.278156
73.612369,111.324419
73.592670,111.370669
73.572943,111.416907
73.553187,111.463133
73.533401,111.509346
73.513587,111.555547
73.493744,111.601735
73.473871,111.647911
73.453970,111.694074
73.434039,111.740225
73.414080,111.786363
73.394091,111.832489
73.374074,111.878602
73.354027,111.924703
73.333952,111.970791
73.313848,112.016866
73.293714,112.062929
73.273552,112.108979
73.253361,112.155017
73.233141,112.201041
73.212892,112.247053
73.192614,112.293053
73.172307,112.339039
73.151972,112.385013
73.131607,112.430974
73.111214,112.476922
73.090791,112.522857
73.070340,112.568780
73.049860,112.614689
73.029351,112.660586
73.008813,112.706470
72.988247,112.752341
72.967651,112.798199
72.947027,112.844044
72.926374,112.889876
72.905693,112.935695
72.884982,112.981501
72.864243,113.027294
72.843475,113.073074
72.822678,113.118841
72.801852,113.164595
72.780998,113.210336
72.760114,113.256063
72.739203,113.301778
72.718262,113.347479
72.697293,113.393167
72.676295,113.438842
72.655268,113.484504
72.634213,113.530153
72.613129,113.575788
72.592016,113.621410
72.570874,113.667019
72.549704,113.712615
72.528506,113.758197
72.507278,113.803766
72.486022,113.849321
72.464738,113.894863
72.443425,113.940392
72.422083,113.985908
72.400712,114.031410
72.379313,114.076898
72.357886,114.122373
72.336430,114.167835
72.314945,114.213283
72.293432,114.258718
72.271890,114.304139
72.250320,114.349546
72.228721,114.394940
72.207093,114.440321
72.185437,114.485687
72.163753,114.531041
72.142040,114.576380
72.120299,114.621706
72.098529,114.667018
72.076730,114.712317
72.054904,114.757602
72.033048,114.802873
72.011165,114.848130
71.989253,114.893374
71.967312,114.938603
71.945343,114.983819
71.923346,115.029022
71.901320,115.074210
71.879266,115.119384
71.857183,115.164545
71.835072,115.209692
71.812933,115.254825
71.790765,115.299944
71.768569,115.345049
71.746345,115.390140
71.724092,115.435217
71.701811,115.480280
71.679502,115.525329
71.657164,115.570364
71.634798,115.615385
71.612404,115.660392
71.589982,115.705385
71.567531,115.750364
71.545052,115.795328
71.522545,115.840279
71.500009,115.885215
71.477446,115.930137
71.454854,115.975045
71.432234,116.019939
71.409585,116.064819
71.386909,116.109684
71.364204,116.154535
71.341471,116.199372
71.318710,116.244194
71.295921,116.289003
71.273103,116.333796
71.250258,116.378576
71.227384,116.423341
71.204482,116.468092
71.181552,116.512828
71.158594,116.557550
71.135608,116.602258
71.112594,116.646951
71.089552,116.691629
71.066481,116.736293
71.043383,116.780943
71.020256,116.825578
70.997102,116.870199
70.973919,116.914805
70.950709,116.959396
70.927470,117.003973
70.904203,117.048535
70.880909,117.093083
70.857586,117.137615
70.834236,117.182134
70.810857,117.226637
70.787451,117.271126
70.764016,117.315600
70.740554,117.360060
70.717063,117.404504
70.693545,117.448934
70.669999,117.493349
70.646425,117.537750
70.622823,117.582135
70.599193,117.626506
70.575535,117.670862
70.551850,117.715203
70.528136,117.759529
70.504395,117.803840
70.480626,117.848136
70.456829,117.892417
70.433004,117.936683
70.409151,117.980935
70.385271,118.025171
70.361363,118.069392
70.337427,118.113598
70.313463,118.157790
70.289472,118.201966
70.265452,118.246127
70.241405,118.290273
70.217330,118.334404
70.193228,118.378519
70.169098,118.422620
70.144940,118.466705
70.120754,118.510775
70.096541,118.554830
70.072300,118.598870
70.048031,118.642895
70.023735,118.686904
69.999411,118.730898
69.975059,118.774877
69.950680,118.818840
69.926273,118.862788
69.901839,118.906721
69.877377,118.950638
69.852887,118.994540
69.828370,119.038426
69.803825,119.082298
69.779253,119.126153
69.754653,119.169994
69.730025,119.213818
69.705370,119.257628
69.680688,119.301421
69.655978,119.345200
69.631240,119.388962
69.606475,119.432710
69.581683,119.476441
69.556863,119.520157
69.532015,119.563858
69.507140,119.607543
69.482238,119.651212
69.457308,119.694865
69.432351,119.738503
69.407366,119.782125
69.382354,119.825732
69.357315,119.869322
69.332248,119.912897
69.307154,119.956457
69.282032,120.000000
69.256883,120.043528
69.231707,120.087039
69.206503,120.130535
69.181273,120.174016
69.156014,120.217480
69.130729,120.260928
69.105416,120.304361
69.080076,120.347777
69.054708,120.391178
69.029314,120.434563
69.003892,120.477932
68.978442,120.521284
68.952966,120.564621
68.927462,120.607942
68.901931,120.651247
68.876373,120.694535
68.850788,120.737808
68.825176,120.781064
68.799536,120.824305
68.773869,120.867529
68.748175,120.910737
68.722454,120.953929
68.696706,120.997105
68.670930,121.040265
68.645128,121.083408
68.619298,121.126535
68.593442,121.169646
68.567558,121.212741
68.541647,121.255819
68.515709,121.298881
68.489744,121.341927
68.463752,121.384957
68.437733,121.427970
68.411687,121.470967
68.385614,121.513947
68.359514,121.556911
68.333387,121.599859
68.307233,121.642790
68.281052,121.685705
68.254844,121.728603
68.228609,121.771485
68.202347,121.814350
68.176058,121.857199
68.149742,121.900032
68.123400,121.942847
68.097030,121.985646
68.070634,122.028429
68.044210,122.071195
68.017760,122.113944
67.991283,122.156677
67.964779,122.199393
67.938248,122.242093
67.911691,122.284776
67.885106,122.327442
67.858495,122.370091
67.831857,122.412724
67.805193,122.455340
67.778501,122.497939
67.751783,122.540521
67.725038,122.583087
67.698266,122.625635
67.671467,122.668167
67.644642,122.710682
67.617790,122.753181
67.590912,122.795662
67.564006,122.838126
67.537074,122.880574
67.510115,122.923004
67.483130,122.965418
67.456118,123.007815
67.429080,123.050194
67.402014,123.092557
67.374922,123.134903
67.347804,123.177231
67.320659,123.219543
67.293487,123.261837
67.266289,123.304115
67.239064,123.346375
67.211813,123.388618
67.184535,123.430844
67.157231,123.473053
67.129900,123.515245
67.102542,123.557420
67.075158,123.599577
67.047748,123.641717
67.020311,123.683840
66.992848,123.725946
66.965358,123.768034
66.937842,123.810106
66.910299,123.852159
66.882730,123.894196
66.855134,123.936215
66.827513,123.978217
66.799864,124.020201
66.772190,124.062168
66.744489,124.104118
66.716761,124.146050
66.689008,124.187965
66.661227,124.229863
66.633421,124.271743
66.605588,124.313605
66.577729,124.355450
66.549844,124.397278
66.521933,124.439087
66.493995,124.480880
66.466031,124.522655
66.438040,124.564412
66.410024,124.606151
66.381981,124.647873
66.353912,124.689578
66.325817,124.731265
66.297695,124.772934
66.269548,124.814585
66.241374,124.856219
66.213174,124.897835
66.184948,124.939433
66.156696,124.981013
66.128418,125.022576
66.100113,125.064121
66.071783,125.105648
66.043426,125.147158
66.015044,125.188649
65.986635,125.230123
65.958200,125.271579
65.929739,125.313017
65.901252,125.354437
65.872739,125.395839
65.844201,125.437223
65.815636,125.478590
65.787045,125.519938
65.758428,125.561268
65.729785,125.602581
65.701116,125.643875
65.672421,125.685151
65.643701,125.726410
65.614954,125.767650
65.586182,125.808872
65.557383,125.850076
65.528559,125.891262
65.499709,125.932430
65.470833,125.973580
65.441931,126.014711
65.413003,126.055825
65.384050,126.096920
65.355070,126.137997
65.326065,126.179056
65.297034,126.220096
65.267978,126.261119
65.238895,126.302123
65.209787,126.343108
65.180653,126.384076
65.151493,126.425025
65.122308,126.465956
65.093096,126.506868
65.063859,126.547762
65.034597,126.588638
65.005309,126.629495
64.975995,126.670334
64.946655,126.711155
64.917290,126.751957
64.887899,126.792741
64.858482,126.833506
64.829040,126.874252
64.799573,126.914980
64.770079,126.955690
64.740561,126.996381
64.711016,127.037053
64.681446,127.077707
64.651851,127.118343
64.622230,127.158959
64.592583,127.199557
64.562911,127.240137
64.533213,127.280698
64.503490,127.321240
64.473742,127.361763
64.443968,127.402268
64.414168,127.442754
64.384344,127.483221
64.354493,127.523670
64.324618,127.564100
64.294716,127.604511
64.264790,127.644903
64.234838,127.685276
64.204861,127.725631
64.174858,127.765967
64.144830,127.806283
64.114777,127.846581
64.084699,127.886860
64.054595,127.927121
64.024466,127.967362
63.994311,128.007584
63.964131,128.047788
63.933926,128.087972
63.903696,128.128137
63.873441,128.168284
63.843160,128.208411
63.812854,128.248519
63.782523,128.288609
63.752167,128.328679
63.721786,128.368730
63.691379,128.408762
63.660947,128.448775
63.630490,128.488769
63.600008,128.528743
63.569501,128.568699
63.538969,128.608635
63.508412,128.648552
63.477829,128.688450
63.447222,128.728329
63.416589,128.768188
63.385932,128.808028
63.355249,128.847849
63.324542,128.887651
63.293809,128.927433
63.263052,128.967196
63.232269,129.006940
63.201461,129.046664
63.170629,129.086369
63.139772,129.126055
63.108889,129.165721
63.077982,129.205368
63.047050,129.244995
63.016093,129.284603
62.985111,129.324191
62.954104,129.363760
62.923072,129.403310
62.892016,129.442839
62.860934,129.482350
62.829828,129.521841
62.798697,129.561312
62.767541,129.600764
62.736361,129.640196
62.705155,129.679609
62.673925,129.719001
62.642670,129.758375
62.611391,129.797728
62.580086,129.837062
62.548757,129.876377
62.517404,129.915671
62.486025,129.954946
62.454622,129.994201
62.423194,130.033437
62.391742,130.072653
62.360265,130.111849
62.328763,130.151025
62.297237,130.190181
62.265686,130.229317
62.234111,130.268434
62.202511,130.307531
62.170886,130.346608
62.139237,130.385665
62.107563,130.424702
62.075865,130.463720
62.044142,130.502717
62.012395,130.541694
61.980623,130.580652
61.948827,130.619589
61.917007,130.658507
61.885161,130.697404
61.853292,130.736282
61.821398,130.775139
61.789480,130.813976
61.757537,130.852794
61.725570,130.891591
61.693578,130.930368
61.661562,130.969125
61.629522,131.007862
61.597458,131.046579
61.565369,131.085276
61.533256,131.123952
61.501118,131.162608
61.468956,131.201244
61.436770,131.239860
61.404560,131.278456
61.372325,131.317031
61.340067,131.355586
61.307784,131.394121
61.275476,131.432636
61.243145,131.471130
61.210789,131.509604
61.178410,131.548057
61.146006,131.586490
61.113578,131.624903
61.081125,131.663296
61.048649,131.701668
61.016149,131.740019
60.983624,131.778350
60.951076,131.816661
60.918503,131.854951
60.885906,131.893221
60.853286,131.931471
60.820641,131.969699
60.787972,132.007908
60.755279,132.046095
60.722562,132.084263
60.689822,132.122409
60.657057,132.160535
60.624268,132.198641
60.591456,132.236726
60.558619,132.274790
60.525759,132.312834
60.492874,132.350856
60.459966,132.388859
60.427034,132.426840
60.394078,132.464801
60.361098,132.502741
60.328094,132.540661
60.295067,132.578559
60.262016,132.616437
60.228941,132.654294
60.195842,132.692131
60.162719,132.729946
60.129573,132.767741
60.096402,132.805515
60.063209,132.843268
60.029991,132.881000
59.996750,132.918711
59.963485,132.956402
59.930196,132.994071
59.896884,133.031720
59.863548,133.069347
59.830188,133.106954
59.796805,133.144540
59.763398,133.182105
59.729968,133.219648
59.696514,133.257171
59.663036,133.294673
59.629535,133.332153
59.596010,133.369613
59.562462,133.407051
59.528890,133.444469
59.495295,133.481865
59.461676,133.519240
59.428034,133.556594
59.394368,133.593927
59.360679,133.631239
59.326967,133.668529
59.293231,133.705799
59.259471,133.743047
59.225688,133.780274
59.191882,133.817479
59.158053,133.854664
59.124200,133.891827
59.090323,133.928969
59.056424,133.966090
59.022501,134.003189
58.988554,134.040267
58.954585,134.077324
58.920592,134.114359
58.886576,134.151373
58.852537,134.188365
58.818474,134.225336
58.784388,134.262286
58.750279,134.299214
58.716147,134.336121
58.681992,134.373007
58.647813,134.409871
58.613611,134.446713
58.579387,134.483534
58.545139,134.520333
58.510867,134.557111
58.476573,134.593868
58.442256,134.630603
58.407915,134.667316
58.373552,134.704007
58.339166,134.740677
58.304756,134.777326
58.270323,134.813953
58.235868,134.850558
58.201389,134.887141
58.166888,134.923703
58.132363,134.960243
58.097816,134.996762
58.063245,135.033258
58.028652,135.069733
57.994036,135.106187
57.959397,135.142618
57.924735,135.179028
57.890050,135.215416
57.855342,135.251782
57.820611,135.288126
57.785858,135.324449
57.751082,135.360749
57.716283,135.397028
57.681461,135.433285
57.646616,135.469520
57.611749,135.505733
57.576859,135.541924
57.541946,135.578094
57.507010,135.614241
57.472052,135.650366
57.437071,135.686470
57.402067,135.722551
57.367041,135.758610
57.331992,135.794648
57.296920,135.830663
57.261826,135.866656
57.226709,135.902628
57.191570,135.938577
57.156407,135.974504
57.121223,136.010409
57.086016,136.046292
57.050786,136.082152
57.015534,136.117991
56.980259,136.153807
56.944962,136.189602
56.909642,136.225374
56.874300,136.261124
56.838935,136.296851
56.803548,136.332557
56.768138,136.368240
56.732706,136.403901
56.697252,136.439539
56.661775,136.475156
56.626276,136.510750
56.590755,136.546321
56.555211,136.581871
56.519645,136.617398
56.484056,136.652903
56.448446,136.688385
56.412812,136.723845
56.377157,136.759283
56.341480,136.794698
56.305780,136.830090
56.270058,136.865461
56.234313,136.900809
56.198547,136.936134
56.162758,136.971437
56.126947,137.006717
56.091114,137.041975
56.055259,137.077210
56.019382,137.112423
55.983482,137.147613
55.947561,137.182781
55.911617,137.217926
55.875651,137.253049
55.839664,137.288149
55.803654,137.323226
55.767622,137.358281
55.731568,137.393313
55.695492,137.428322
55.659394,137.463309
55.623274,137.498273
55.587133,137.533214
55.550969,137.568132
55.514783,137.603028
55.478575,137.637901
55.442346,137.672752
55.406094,137.707579
55.369821,137.742384
55.333526,137.777166
55.297209,137.811925
55.260870,137.846661
55.224509,137.881375
55.188127,137.916066
55.151723,137.950733
55.115297,137.985378
55.078849,138.020000
55.042379,138.054599
55.005888,138.089175
54.969375,138.123729
54.932840,138.158259
54.896284,138.192766
54.859706,138.227250
54.823106,138.261712
54.786485,138.296150
54.749842,138.330565
54.713177,138.364958
54.676491,138.399327
54.639783,138.433673
54.603053,138.467996
54.566302,138.502296
54.529530,138.536573
54.492736,138.570827
54.455920,138.605057
54.419083,138.639265
54.382225,138.673449
54.345345,138.707610
54.308443,138.741748
54.271520,138.775863
54.234576,138.809955
54.197610,138.844023
54.160623,138.878068
54.123614,138.912090
54.086584,138.946089
54.049533,138.980064
54.012460,139.014016
