x,y
42.912398,12.483142
42.954816,12.510121
42.997217,12.537126
43.039601,12.564158
43.081968,12.591217
43.124318,12.618302
43.166651,12.645414
43.208967,12.672552
43.251265,12.699717
43.293547,12.726909
43.335812,12.754127
43.378059,12.781372
43.420290,12.808643
43.462503,12.835941
43.504699,12.863265
43.546878,12.890616
43.589039,12.917993
43.631184,12.945397
43.673311,12.972827
43.715421,13.000284
43.757514,13.027767
43.799589,13.055277
43.841648,13.082813
43.883688,13.110375
43.925712,13.137964
43.967718,13.165579
44.009707,13.193221
44.051678,13.220889
44.093632,13.248584
44.135569,13.276304
44.177488,13.304052
44.219390,13.331825
44.261274,13.359625
44.303141,13.387451
44.344990,13.415303
44.386822,13.443182
44.428637,13.471087
44.470433,13.499018
44.512213,13.526976
44.553974,13.554960
44.595718,13.582970
44.637445,13.611006
44.679153,13.639068
44.720845,13.667157
44.762518,13.695272
44.804174,13.723413
44.845812,13.751580
44.887432,13.779773
44.929035,13.807993
44.970620,13.836239
45.012187,13.864510
45.053737,13.892808
45.095268,13.921132
45.136782,13.949482
45.178278,13.977858
45.219756,14.006261
45.261217,14.034689
45.302659,14.063143
45.344084,14.091624
45.385490,14.120130
45.426879,14.148662
45.468250,14.177221
45.509603,14.205805
45.550937,14.234416
45.592254,14.263052
45.633553,14.291714
45.674834,14.320402
45.716097,14.349117
45.757342,14.377857
45.798568,14.406623
45.839777,14.435415
45.880967,14.464232
45.922140,14.493076
45.963294,14.521946
46.004430,14.550841
46.045548,14.579762
46.086648,14.608709
46.127729,14.637682
46.168793,14.666681
46.209838,14.695705
46.250865,14.724756
46.291873,14.753832
46.332864,14.782934
46.373836,14.812061
46.414789,14.841215
46.455725,14.870394
46.496642,14.899598
46.537541,14.928829
46.578421,14.958085
46.619283,14.987367
46.660126,15.016674
46.700952,15.046008
46.741758,15.075366
46.782546,15.104751
46.823316,15.134161
46.864067,15.163597
46.904800,15.193058
46.945514,15.222545
46.986210,15.252057
47.026887,15.281595
47.067546,15.311159
47.108186,15.340748
47.148807,15.370363
47.189410,15.400003
47.229994,15.429669
47.270559,15.459360
47.311106,15.489077
47.351634,15.518819
47.392144,15.548586
47.432634,15.578379
47.473106,15.608198
47.513560,15.638042
47.553994,15.667911
47.594410,15.697806
47.634807,15.727726
47.675185,15.757672
47.715544,15.787642
47.755884,15.817639
47.796206,15.847660
47.836509,15.877707
47.876792,15.907779
47.917057,15.937877
47.957303,15.968000
47.997530,15.998148
48.037738,16.028321
48.077928,16.058520
48.118098,16.088744
48.158249,16.118993
48.198381,16.149267
48.238494,16.179567
48.278588,16.209892
48.318663,16.240242
48.358719,16.270617
48.398756,16.301017
48.438774,16.331442
48.478772,16.361893
48.518752,16.392369
48.558712,16.422870
48.598653,16.453396
48.638575,16.483947
48.678477,16.514523
48.718361,16.545124
48.758225,16.575750
48.798070,16.606401
48.837896,16.637078
48.877702,16.667779
48.917489,16.698505
48.957257,16.729257
48.997006,16.760033
49.036735,16.790834
49.076445,16.821661
49.116135,16.852512
49.155806,16.883388
49.195458,16.914289
49.235090,16.945215
49.274703,16.976166
49.314296,17.007142
49.353870,17.038142
49.393424,17.069168
49.432959,17.100218
49.472474,17.131293
49.511970,17.162393
49.551446,17.193518
49.590903,17.224668
49.630340,17.255842
49.669757,17.287041
49.709155,17.318265
49.748533,17.349514
49.787892,17.380787
49.827231,17.412085
49.866550,17.443408
49.905850,17.474756
