step,x,y,v,delta,cross_err
2090,41.500825,11.774709,15.0000,0.033832,0.143831
2091,42.139690,12.167584,15.0000,0.033827,0.143949
2092,42.774834,12.566447,15.0000,0.033823,0.144074
2093,43.406201,12.971263,15.0000,0.033820,0.144205
2094,44.033735,13.381996,15.0000,0.031490,0.144324
2095,44.657382,13.798607,15.0000,0.034359,0.144463
2096,45.277359,14.220660,15.0000,0.034051,0.144121
2097,45.893278,14.648613,15.0000,0.034035,0.143896
2098,46.505120,15.082374,15.0000,0.033998,0.143724
2099,47.112833,15.521903,15.0000,0.033969,0.143601
2100,47.716366,15.967153,15.0000,0.033944,0.143521
2101,48.315669,16.418081,15.0000,0.033923,0.143476
2102,48.910692,16.874642,15.0000,0.033905,0.143461
2103,49.501385,17.336791,15.0000,0.033889,0.143473
2104,50.087697,17.804485,15.0000,0.033876,0.143508
2105,50.669579,18.277679,15.0000,0.033865,0.143561
2106,51.246981,18.756330,15.0000,0.033855,0.143631
2107,51.819854,19.240394,15.0000,0.033847,0.143715
2108,52.388146,19.729826,15.0000,0.033840,0.143811
2109,52.951811,20.224580,15.0000,0.033834,0.143917
2110,53.510798,20.724614,15.0000,0.033829,0.144033
2111,54.065059,21.229881,15.0000,0.033824,0.144155
2112,54.614546,21.740335,15.0000,0.033821,0.144284
2113,55.159211,22.255932,15.0000,0.031491,0.144402
2114,55.699007,22.776625,15.0000,0.034360,0.144539
2115,56.234225,23.302021,15.0000,0.034052,0.144196
2116,56.764402,23.832504,15.0000,0.034035,0.143970
2117,57.289536,24.367980,15.0000,0.033999,0.143797
2118,57.809583,24.908398,15.0000,0.033970,0.143674
2119,58.324500,25.453705,15.0000,0.033945,0.143592
2120,58.834247,26.003849,15.0000,0.033923,0.143547
2121,59.338782,26.558776,15.0000,0.033905,0.143532
2122,59.838063,27.118435,15.0000,0.033890,0.143544
2123,60.332050,27.682773,15.0000,0.033876,0.143578
2124,60.820700,28.251738,15.0000,0.033865,0.143631
2125,61.303972,28.825278,15.0000,0.033855,0.143701
2126,61.781826,29.403340,15.0000,0.033847,0.143784
2127,62.254220,29.985872,15.0000,0.033840,0.143880
2128,62.721114,30.572822,15.0000,0.033834,0.143986
2129,63.182469,31.164136,15.0000,0.033829,0.144101
2130,63.638244,31.759761,15.0000,0.033825,0.144224
2131,64.088399,32.359644,15.0000,0.031494,0.144336
2132,64.532896,32.963732,15.0000,0.034363,0.144469
2133,64.972090,33.571687,15.0000,0.034055,0.144122
2134,65.405458,34.183808,15.0000,0.034037,0.143892
2135,65.833014,34.800002,15.0000,0.034001,0.143716
2136,66.254723,35.420213,15.0000,0.033971,0.143590
2137,66.670554,36.044381,15.0000,0.033946,0.143507
2138,67.080473,36.672446,15.0000,0.033925,0.143459
2139,67.484450,37.304350,15.0000,0.033906,0.143443
2140,67.882452,37.940034,15.0000,0.033890,0.143453
2141,68.274447,38.579440,15.0000,0.033877,0.143486
2142,68.660404,39.222509,15.0000,0.033866,0.143538
2143,69.040289,39.869183,15.0000,0.033856,0.143607
2144,69.414072,40.519403,15.0000,0.033847,0.143690
2145,69.781721,41.173111,15.0000,0.033840,0.143785
2146,70.143205,41.830248,15.0000,0.033834,0.143891
2147,70.498495,42.490755,15.0000,0.033829,0.144005
2148,70.847558,43.154573,15.0000,0.033825,0.144128
2149,71.190366,43.821644,15.0000,0.033821,0.144256
2150,71.526888,44.491907,15.0000,0.031491,0.144373
2151,71.857097,45.165303,15.0000,0.034360,0.144511
2152,72.181401,45.841563,15.0000,0.034052,0.144167
2153,72.499232,46.520888,15.0000,0.034035,0.143941
2154,72.810622,47.203190,15.0000,0.033999,0.143768
2155,73.115544,47.888407,15.0000,0.033970,0.143644
2156,73.413979,48.576475,15.0000,0.033945,0.143563
2157,73.705906,49.267328,15.0000,0.033924,0.143517
2158,73.991303,49.960905,15.0000,0.033905,0.143502
2159,74.270149,50.657141,15.0000,0.033890,0.143514
2160,74.542424,51.355973,15.0000,0.033876,0.143548
2161,74.808105,52.057339,15.0000,0.033865,0.143601
2162,75.067172,52.761174,15.0000,0.033855,0.143671
2163,75.319604,53.467416,15.0000,0.033847,0.143754
2164,75.565381,54.176002,15.0000,0.033840,0.143850
2165,75.804482,54.886868,15.0000,0.033834,0.143956
2166,76.036889,55.599951,15.0000,0.033829,0.144071
2167,76.262580,56.315188,15.0000,0.033825,0.144194
2168,76.481539,57.032514,15.0000,0.031494,0.144307
2169,76.693745,57.751867,15.0000,0.034363,0.144439
2170,76.899648,58.473049,15.0000,0.034055,0.144092
2171,77.098655,59.196165,15.0000,0.034037,0.143862
2172,77.290810,59.921131,15.0000,0.034001,0.143686
2173,77.476100,60.647883,15.0000,0.033971,0.143560
2174,77.654515,61.376352,15.0000,0.033946,0.143477
2175,77.826045,62.106474,15.0000,0.033925,0.143429
2176,77.990681,62.838181,15.0000,0.033906,0.143413
2177,78.148411,63.571407,15.0000,0.033890,0.143423
2178,78.299226,64.306088,15.0000,0.033877,0.143456
2179,78.443116,65.042155,15.0000,0.033866,0.143508
2180,78.580070,65.779545,15.0000,0.033856,0.143577
2181,78.710079,66.518191,15.0000,0.033847,0.143660
2182,78.833132,67.258027,15.0000,0.033840,0.143755
2183,78.949222,67.998988,15.0000,0.033834,0.143861
2184,79.058339,68.741008,15.0000,0.033829,0.143975
2185,79.160475,69.484021,15.0000,0.033825,0.144098
2186,79.255622,70.227961,15.0000,0.033821,0.144226
2187,79.343772,70.972763,15.0000,0.031491,0.144344
2188,79.424919,71.718360,15.0000,0.034360,0.144481
2189,79.499538,72.464639,15.0000,0.034052,0.144138
2190,79.567028,73.211596,15.0000,0.034035,0.143911
2191,79.627447,73.959159,15.0000,0.033999,0.143738
2192,79.680793,74.707259,15.0000,0.033970,0.143615
2193,79.727069,75.455830,15.0000,0.033945,0.143533
2194,79.766276,76.204804,15.0000,0.033923,0.143488
2195,79.798418,76.954115,15.0000,0.033905,0.143473
2196,79.823494,77.703696,15.0000,0.033890,0.143484
2197,79.841507,78.453480,15.0000,0.033876,0.143518
2198,79.852458,79.203400,15.0000,0.033865,0.143571
2199,79.856349,79.953390,15.0000,0.033855,0.143641
2200,79.853182,80.703383,15.0000,0.033847,0.143725
2201,79.842960,81.453313,15.0000,0.033840,0.143820
2202,79.825684,82.203114,15.0000,0.033834,0.143927
2203,79.801359,82.952720,15.0000,0.033829,0.144041
2204,79.769987,83.702063,15.0000,0.033824,0.144164
2205,79.731573,84.451079,15.0000,0.031494,0.144277
2206,79.686120,85.199700,15.0000,0.034363,0.144410
2207,79.634118,85.947895,15.0000,0.034055,0.144063
2208,79.574973,86.695560,15.0000,0.034037,0.143833
2209,79.508756,87.442631,15.0000,0.034001,0.143657
2210,79.435476,88.189042,15.0000,0.033971,0.143531
2211,79.355146,88.934728,15.0000,0.033946,0.143447
2212,79.267782,89.679622,15.0000,0.033924,0.143400
2213,79.173394,90.423659,15.0000,0.033906,0.143384
2214,79.071997,91.166773,15.0000,0.033890,0.143394
2215,78.963602,91.908899,15.0000,0.033877,0.143427
2216,78.848224,92.649971,15.0000,0.033866,0.143479
2217,78.725874,93.389924,15.0000,0.033856,0.143548
2218,78.596567,94.128693,15.0000,0.033847,0.143631
2219,78.460315,94.866213,15.0000,0.033840,0.143726
2220,78.317132,95.602418,15.0000,0.033834,0.143832
2221,78.167033,96.337245,15.0000,0.033829,0.143946
2222,78.010031,97.070628,15.0000,0.033825,0.144068
2223,77.846143,97.802503,15.0000,0.033821,0.144197
2224,77.675382,98.532805,15.0000,0.031491,0.144315
2225,77.497766,99.261469,15.0000,0.034360,0.144452
2226,77.313780,99.988552,15.0000,0.034052,0.144109
2227,77.122861,100.713845,15.0000,0.034035,0.143882
2228,76.925086,101.437299,15.0000,0.033999,0.143709
2229,76.720479,102.158850,15.0000,0.033970,0.143586
2230,76.509064,102.878435,15.0000,0.033945,0.143504
2231,76.290865,103.595993,15.0000,0.033923,0.143459
2232,76.065908,104.311461,15.0000,0.033905,0.143444
2233,75.834216,105.024777,15.0000,0.033890,0.143455
2234,75.595814,105.735878,15.0000,0.033876,0.143489
2235,75.350726,106.444702,15.0000,0.033865,0.143542
2236,75.098976,107.151188,15.0000,0.033855,0.143612
2237,74.840589,107.855273,15.0000,0.033847,0.143696
2238,74.575590,108.556896,15.0000,0.033840,0.143791
2239,74.304003,109.255996,15.0000,0.033834,0.143898
2240,74.025855,109.952511,15.0000,0.033829,0.144012
2241,73.741170,110.646381,15.0000,0.033824,0.144135
2242,73.449975,111.337543,15.0000,0.033821,0.144264
2243,73.152297,112.025938,15.0000,0.031491,0.144381
2244,72.848162,112.711505,15.0000,0.034360,0.144519
2245,72.538040,113.394384,15.0000,0.034052,0.144176
2246,72.221412,114.074272,15.0000,0.034035,0.143950
2247,71.898364,114.751132,15.0000,0.033999,0.143777
2248,71.568930,115.424907,15.0000,0.033970,0.143653
2249,71.233144,116.095540,15.0000,0.033945,0.143572
2250,70.891043,116.762973,15.0000,0.033923,0.143526
2251,70.542662,117.427150,15.0000,0.033905,0.143511
2252,70.188035,118.088013,15.0000,0.033890,0.143523
2253,69.827198,118.745505,15.0000,0.033876,0.143557
2254,69.460185,119.399570,15.0000,0.033865,0.143610
2255,69.087031,120.050152,15.0000,0.033855,0.143680
2256,68.707771,120.697193,15.0000,0.033847,0.143764
2257,68.322441,121.340637,15.0000,0.033840,0.143859
2258,67.931076,121.980429,15.0000,0.033834,0.143966
2259,67.533712,122.616512,15.0000,0.033829,0.144080
2260,67.130385,123.248831,15.0000,0.033825,0.144203
2261,66.721132,123.877331,15.0000,0.031494,0.144316
2262,66.305990,124.501956,15.0000,0.034363,0.144449
2263,65.885397,125.122925,15.0000,0.034055,0.144101
2264,65.458895,125.739849,15.0000,0.034037,0.143872
2265,65.026573,126.352709,15.0000,0.034001,0.143696
2266,64.588474,126.961453,15.0000,0.033971,0.143570
2267,64.144643,127.566031,15.0000,0.033946,0.143486
2268,63.695124,128.166392,15.0000,0.033925,0.143439
2269,63.239962,128.762486,15.0000,0.033906,0.143423
2270,62.779202,129.354262,15.0000,0.033890,0.143433
2271,62.312886,129.941671,15.0000,0.033877,0.143466
2272,61.841058,130.524663,15.0000,0.033866,0.143518
2273,61.363764,131.103187,15.0000,0.033856,0.143587
2274,60.881047,131.677194,15.0000,0.033847,0.143670
2275,60.392950,132.246634,15.0000,0.033840,0.143765
2276,59.899520,132.811458,15.0000,0.033834,0.143870
2277,59.400799,133.371617,15.0000,0.033829,0.143985
2278,58.896835,133.927062,15.0000,0.033825,0.144107
2279,58.387671,134.477746,15.0000,0.033821,0.144236
2280,57.873354,135.023619,15.0000,0.031491,0.144353
2281,57.353929,135.564635,15.0000,0.034360,0.144491
2282,56.829790,136.101084,15.0000,0.034052,0.144147
2283,56.300553,136.632505,15.0000,0.034035,0.143921
2284,55.766311,137.158894,15.0000,0.033999,0.143748
2285,55.227114,137.680207,15.0000,0.033970,0.143624
2286,54.683016,138.196402,15.0000,0.033945,0.143542
2287,54.134070,138.707439,15.0000,0.033923,0.143497
2288,53.580328,139.213274,15.0000,0.033905,0.143482
2289,53.021842,139.713867,15.0000,0.033890,0.143493
2290,52.458665,140.209176,15.0000,0.033876,0.143527
2291,51.890848,140.699160,15.0000,0.033865,0.143581
2292,51.318443,141.183777,15.0000,0.033855,0.143650
2293,50.741504,141.662985,15.0000,0.033847,0.143734
2294,50.160082,142.136745,15.0000,0.033840,0.143830
2295,49.574229,142.605015,15.0000,0.033834,0.143936
2296,48.984000,143.067756,15.0000,0.033829,0.144051
2297,48.389445,143.524927,15.0000,0.033824,0.144173
2298,47.790620,143.976488,15.0000,0.031494,0.144286
2299,47.187576,144.422401,15.0000,0.034363,0.144419
2300,46.580654,144.863020,15.0000,0.034055,0.144072
2301,45.969551,145.297823,15.0000,0.034037,0.143842
2302,45.354362,145.726824,15.0000,0.034001,0.143666
2303,44.735142,146.149987,15.0000,0.033971,0.143540
2304,44.111952,146.567281,15.0000,0.033946,0.143457
2305,43.484850,146.978673,15.0000,0.033925,0.143409
2306,42.853896,147.384131,15.0000,0.033906,0.143393
2307,42.219147,147.783624,15.0000,0.033890,0.143403
2308,41.580663,148.177118,15.0000,0.033877,0.143436
2309,40.938501,148.564582,15.0000,0.033866,0.143488
2310,40.292720,148.945983,15.0000,0.033856,0.143557
2311,39.643379,149.321291,15.0000,0.033847,0.143640
2312,38.990535,149.690473,15.0000,0.033840,0.143735
2313,38.334248,150.053498,15.0000,0.033834,0.143841
2314,37.674576,150.410336,15.0000,0.033829,0.143955
2315,37.011579,150.760956,15.0000,0.033825,0.144077
2316,36.345315,151.105328,15.0000,0.033821,0.144206
2317,35.675843,151.443422,15.0000,0.031491,0.144324
2318,35.003224,151.775210,15.0000,0.034360,0.144461
2319,34.327727,152.101099,15.0000,0.034052,0.144118
2320,33.649149,152.420524,15.0000,0.034035,0.143891
2321,32.967579,152.733514,15.0000,0.033999,0.143718
2322,32.283079,153.040043,15.0000,0.033970,0.143595
2323,31.595714,153.340091,15.0000,0.033945,0.143513
2324,30.905547,153.633638,15.0000,0.033923,0.143468
2325,30.212642,153.920662,15.0000,0.033905,0.143453
2326,29.517062,154.201141,15.0000,0.033890,0.143464
2327,28.818871,154.475055,15.0000,0.033876,0.143498
2328,28.118131,154.742381,15.0000,0.033865,0.143551
2329,27.414905,155.003098,15.0000,0.033855,0.143621
2330,26.709257,155.257187,15.0000,0.033847,0.143705
2331,26.001250,155.504626,15.0000,0.033840,0.143800
2332,25.290947,155.745394,15.0000,0.033834,0.143907
2333,24.578411,155.979473,15.0000,0.033829,0.144022
2334,23.863706,156.206843,15.0000,0.033824,0.144144
2335,23.146896,156.427483,15.0000,0.033821,0.144273
2336,22.428043,156.641377,15.0000,0.031491,0.144390
2337,21.707211,156.848505,15.0000,0.034360,0.144528
2338,20.984595,157.049318,15.0000,0.034052,0.144185
2339,20.260094,157.243222,15.0000,0.034035,0.143959
2340,19.533791,157.430262,15.0000,0.033999,0.143786
2341,18.805752,157.610425,15.0000,0.033970,0.143662
2342,18.076043,157.783701,15.0000,0.033945,0.143581
2343,17.344730,157.950081,15.0000,0.033923,0.143535
2344,16.611881,158.109556,15.0000,0.033905,0.143520
2345,15.877561,158.262115,15.0000,0.033890,0.143532
2346,15.141837,158.407749,15.0000,0.033876,0.143566
2347,14.404773,158.546448,15.0000,0.033865,0.143619
2348,13.666437,158.678202,15.0000,0.033855,0.143689
2349,12.926893,158.803003,15.0000,0.033847,0.143773
2350,12.186208,158.920841,15.0000,0.033840,0.143868
2351,11.444448,159.031707,15.0000,0.033834,0.143975
2352,10.701677,159.135592,15.0000,0.033829,0.144089
2353,9.957963,159.232490,15.0000,0.033825,0.144212
2354,9.213371,159.322393,15.0000,0.031494,0.144325
2355,8.467967,159.405293,15.0000,0.034363,0.144458
2356,7.721865,159.481667,15.0000,0.034055,0.144110
2357,6.975069,159.550912,15.0000,0.034037,0.143881
2358,6.227651,159.613088,15.0000,0.034001,0.143705
2359,5.479678,159.668191,15.0000,0.033971,0.143579
2360,4.731217,159.716226,15.0000,0.033946,0.143495
2361,3.982337,159.757192,15.0000,0.033925,0.143448
2362,3.233104,159.791093,15.0000,0.033906,0.143431
2363,2.483584,159.817929,15.0000,0.033890,0.143442
2364,1.733845,159.837702,15.0000,0.033877,0.143474
2365,0.983952,159.850413,15.0000,0.033866,0.143527
2366,0.233974,159.856065,15.0000,0.033856,0.143595
2367,-0.516025,159.854658,15.0000,0.033847,0.143678
2368,-1.265977,159.846196,15.0000,0.033840,0.143774
2369,-2.015817,159.830681,15.0000,0.033834,0.143879
2370,-2.765477,159.808115,15.0000,0.033829,0.143994
2371,-3.514892,159.778502,15.0000,0.033825,0.144116
2372,-4.263996,159.741845,15.0000,0.033821,0.144245
2373,-5.012722,159.698149,15.0000,0.031491,0.144362
2374,-5.761004,159.647418,15.0000,0.034360,0.144499
2375,-6.508814,159.590142,15.0000,0.034052,0.144156
2376,-7.256043,159.525727,15.0000,0.034035,0.143929
2377,-8.002629,159.454245,15.0000,0.033999,0.143756
2378,-8.748505,159.375706,15.0000,0.033970,0.143633
2379,-9.493606,159.290123,15.0000,0.033945,0.143551
2380,-10.237866,159.197510,15.0000,0.033923,0.143506
2381,-10.981219,159.097881,15.0000,0.033905,0.143491
2382,-11.723600,158.991249,15.0000,0.033890,0.143502
2383,-12.464944,158.877628,15.0000,0.033876,0.143536
2384,-13.205184,158.757030,15.0000,0.033865,0.143589
2385,-13.944257,158.629469,15.0000,0.033855,0.143659
2386,-14.682096,158.494959,15.0000,0.033847,0.143743
2387,-15.418638,158.353514,15.0000,0.033840,0.143839
2388,-16.153816,158.205147,15.0000,0.033834,0.143945
2389,-16.887567,158.049873,15.0000,0.033829,0.144060
2390,-17.619825,157.887708,15.0000,0.033825,0.144182
2391,-18.350527,157.718667,15.0000,0.031494,0.144295
2392,-19.079608,157.542765,15.0000,0.034363,0.144428
2393,-19.807121,157.360489,15.0000,0.034055,0.144080
2394,-20.532861,157.171275,15.0000,0.034037,0.143851
2395,-21.256777,156.975201,15.0000,0.034001,0.143675
2396,-21.978807,156.772289,15.0000,0.033971,0.143549
2397,-22.698887,156.562565,15.0000,0.033946,0.143465
2398,-23.416955,156.346052,15.0000,0.033925,0.143418
2399,-24.132949,156.122775,15.0000,0.033906,0.143402
2400,-24.846807,155.892759,15.0000,0.033890,0.143412
2401,-25.558466,155.656027,15.0000,0.033877,0.143445
2402,-26.267863,155.412603,15.0000,0.033866,0.143497
2403,-26.974938,155.162512,15.0000,0.033856,0.143566
2404,-27.679628,154.905779,15.0000,0.033847,0.143649
2405,-28.381871,154.642427,15.0000,0.033840,0.143744
2406,-29.081606,154.372481,15.0000,0.033834,0.143850
2407,-29.778772,154.095968,15.0000,0.033829,0.143964
2408,-30.473308,153.812912,15.0000,0.033825,0.144086
2409,-31.165152,153.523340,15.0000,0.033821,0.144215
2410,-31.854243,153.227278,15.0000,0.031491,0.144332
2411,-32.540522,152.924752,15.0000,0.034360,0.144470
2412,-33.224127,152.616234,15.0000,0.034052,0.144126
2413,-33.904755,152.301201,15.0000,0.034035,0.143900
2414,-34.582372,151.979743,15.0000,0.033999,0.143727
2415,-35.256918,151.651890,15.0000,0.033970,0.143603
2416,-35.928337,151.317679,15.0000,0.033945,0.143522
2417,-36.596571,150.977145,15.0000,0.033923,0.143476
2418,-37.261563,150.630323,15.0000,0.033905,0.143461
2419,-37.923256,150.277248,15.0000,0.033890,0.143473
2420,-38.581593,149.917954,15.0000,0.033876,0.143507
2421,-39.236518,149.552477,15.0000,0.033865,0.143560
2422,-39.887973,149.180850,15.0000,0.033855,0.143630
2423,-40.535902,148.803110,15.0000,0.033847,0.143713
2424,-41.180249,148.419290,15.0000,0.033840,0.143809
2425,-41.820957,148.029427,15.0000,0.033834,0.143915
2426,-42.457971,147.633557,15.0000,0.033829,0.144030
2427,-43.091234,147.231715,15.0000,0.033824,0.144153
2428,-43.720693,146.823938,15.0000,0.033821,0.144282
2429,-44.346291,146.410262,15.0000,0.031491,0.144399
2430,-44.967973,145.990726,15.0000,0.034360,0.144537
2431,-45.585960,145.565765,15.0000,0.034052,0.144193
2432,-46.199862,145.134923,15.0000,0.034035,0.143967
2433,-46.809660,144.698292,15.0000,0.033999,0.143794
2434,-47.415300,144.255912,15.0000,0.033970,0.143671
2435,-48.016734,143.807831,15.0000,0.033945,0.143589
2436,-48.613912,143.354092,15.0000,0.033923,0.143544
2437,-49.206783,142.894741,15.0000,0.033905,0.143529
2438,-49.795298,142.429821,15.0000,0.033890,0.143540
2439,-50.379406,141.959377,15.0000,0.033876,0.143574
2440,-50.959058,141.483453,15.0000,0.033865,0.143628
2441,-51.534204,141.002094,15.0000,0.033855,0.143697
2442,-52.104795,140.515343,15.0000,0.033847,0.143781
2443,-52.670782,140.023247,15.0000,0.033840,0.143877
2444,-53.232115,139.525848,15.0000,0.033834,0.143983
2445,-53.788746,139.023193,15.0000,0.033829,0.144098
2446,-54.340627,138.515327,15.0000,0.033825,0.144221
2447,-54.887709,138.002296,15.0000,0.031494,0.144333
2448,-55.429944,137.484145,15.0000,0.034363,0.144466
2449,-55.967625,136.961269,15.0000,0.034055,0.144119
2450,-56.500288,136.433282,15.0000,0.034037,0.143889
2451,-57.027931,135.900278,15.0000,0.034001,0.143713
2452,-57.550509,135.362308,15.0000,0.033971,0.143587
2453,-58.067981,134.819424,15.0000,0.033946,0.143504
2454,-58.580305,134.271680,15.0000,0.033925,0.143456
2455,-59.087440,133.719127,15.0000,0.033906,0.143440
2456,-59.589342,133.161818,15.0000,0.033890,0.143450
2457,-60.085972,132.599804,15.0000,0.033877,0.143483
2458,-60.577287,132.033139,15.0000,0.033866,0.143535
2459,-61.063246,131.461874,15.0000,0.033856,0.143604
2460,-61.543807,130.886061,15.0000,0.033847,0.143687
2461,-62.018930,130.305752,15.0000,0.033840,0.143782
2462,-62.488574,129.721000,15.0000,0.033834,0.143888
2463,-62.952699,129.131858,15.0000,0.033829,0.144002
2464,-63.411263,128.538378,15.0000,0.033825,0.144124
2465,-63.864229,127.940614,15.0000,0.033821,0.144253
2466,-64.311556,127.338618,15.0000,0.031491,0.144370
2467,-64.753205,126.732445,15.0000,0.034360,0.144508
2468,-65.189534,126.122431,15.0000,0.034052,0.144164
2469,-65.620018,125.508278,15.0000,0.034035,0.143938
2470,-66.044671,124.890080,15.0000,0.033999,0.143765
2471,-66.463459,124.267892,15.0000,0.033970,0.143641
2472,-66.876350,123.641776,15.0000,0.033945,0.143560
2473,-67.283312,123.011791,15.0000,0.033924,0.143514
2474,-67.684313,122.377994,15.0000,0.033905,0.143499
2475,-68.079322,121.740446,15.0000,0.033890,0.143511
2476,-68.468307,121.099205,15.0000,0.033876,0.143545
2477,-68.851236,120.454328,15.0000,0.033865,0.143598
2478,-69.228077,119.805876,15.0000,0.033855,0.143667
2479,-69.598800,119.153906,15.0000,0.033847,0.143751
2480,-69.963372,118.498477,15.0000,0.033840,0.143847
2481,-70.321764,117.839648,15.0000,0.033834,0.143953
2482,-70.673944,117.177478,15.0000,0.033829,0.144068
2483,-71.019884,116.512027,15.0000,0.033825,0.144190
2484,-71.359553,115.843352,15.0000,0.031494,0.144303
2485,-71.692921,115.171515,15.0000,0.034363,0.144436
2486,-72.020398,114.496786,15.0000,0.034055,0.144089
2487,-72.341416,113.818961,15.0000,0.034037,0.143859
2488,-72.656006,113.138128,15.0000,0.034001,0.143683
2489,-72.964143,112.454351,15.0000,0.033971,0.143557
2490,-73.265805,111.767692,15.0000,0.033946,0.143474
2491,-73.560972,111.078217,15.0000,0.033925,0.143426
2492,-73.849622,110.385987,15.0000,0.033906,0.143410
2493,-74.131733,109.691068,15.0000,0.033890,0.143420
2494,-74.407284,108.993521,15.0000,0.033877,0.143453
2495,-74.676254,108.293410,15.0000,0.033866,0.143505
2496,-74.938622,107.590799,15.0000,0.033856,0.143574
2497,-75.194366,106.885749,15.0000,0.033847,0.143657
2498,-75.443465,106.178324,15.0000,0.033840,0.143752
2499,-75.685900,105.468588,15.0000,0.033834,0.143858
2500,-75.921650,104.756604,15.0000,0.033829,0.143972
2501,-76.150696,104.042434,15.0000,0.033825,0.144094
2502,-76.373018,103.326143,15.0000,0.033821,0.144223
2503,-76.588598,102.607794,15.0000,0.031491,0.144341
2504,-76.797417,101.887451,15.0000,0.034360,0.144478
2505,-76.999925,101.165308,15.0000,0.034052,0.144134
2506,-77.195528,100.441264,15.0000,0.034035,0.143908
2507,-77.384272,99.715402,15.0000,0.033999,0.143735
2508,-77.566142,98.987787,15.0000,0.033970,0.143612
2509,-77.741129,98.258486,15.0000,0.033945,0.143530
2510,-77.909225,97.527567,15.0000,0.033923,0.143484
2511,-78.070418,96.795094,15.0000,0.033905,0.143470
2512,-78.224700,96.061134,15.0000,0.033890,0.143481
2513,-78.372059,95.325753,15.0000,0.033876,0.143515
2514,-78.512487,94.589017,15.0000,0.033865,0.143568
2515,-78.645974,93.850991,15.0000,0.033855,0.143638
2516,-78.772509,93.111742,15.0000,0.033847,0.143721
2517,-78.892084,92.371336,15.0000,0.033840,0.143817
2518,-79.004690,91.629838,15.0000,0.033834,0.143923
2519,-79.110318,90.887313,15.0000,0.033829,0.144038
2520,-79.208961,90.143828,15.0000,0.033824,0.144161
2521,-79.300610,89.399449,15.0000,0.031494,0.144274
2522,-79.385258,88.654241,15.0000,0.034363,0.144407
2523,-79.463382,87.908321,15.0000,0.034055,0.144059
2524,-79.534380,87.161689,15.0000,0.034037,0.143830
2525,-79.598309,86.414419,15.0000,0.034001,0.143654
2526,-79.655167,85.666577,15.0000,0.033971,0.143528
2527,-79.704957,84.918232,15.0000,0.033946,0.143444
2528,-79.747680,84.169449,15.0000,0.033924,0.143397
2529,-79.783338,83.420298,15.0000,0.033906,0.143381
2530,-79.811933,82.670843,15.0000,0.033890,0.143391
2531,-79.833465,81.921152,15.0000,0.033877,0.143424
2532,-79.847935,81.171292,15.0000,0.033866,0.143476
2533,-79.855346,80.421328,15.0000,0.033856,0.143545
2534,-79.855700,79.671328,15.0000,0.033847,0.143628
2535,-79.848997,78.921358,15.0000,0.033840,0.143723
2536,-79.835241,78.171484,15.0000,0.033834,0.143829
2537,-79.814434,77.421773,15.0000,0.033829,0.143943
2538,-79.786579,76.672291,15.0000,0.033825,0.144065
2539,-79.751680,75.923103,15.0000,0.033821,0.144194
2540,-79.709740,75.174277,15.0000,0.031491,0.144312
2541,-79.660765,74.425877,15.0000,0.034360,0.144449
2542,-79.605244,73.677935,15.0000,0.034052,0.144105
2543,-79.542583,72.930557,15.0000,0.034035,0.143879
2544,-79.472853,72.183806,15.0000,0.033999,0.143706
2545,-79.396063,71.437747,15.0000,0.033970,0.143583
2546,-79.312228,70.692448,15.0000,0.033945,0.143501
2547,-79.221362,69.947972,15.0000,0.033923,0.143455
2548,-79.123478,69.204387,15.0000,0.033905,0.143441
2549,-79.018588,68.461758,15.0000,0.033890,0.143452
2550,-78.906706,67.720150,15.0000,0.033876,0.143486
2551,-78.787845,66.979629,15.0000,0.033865,0.143539
2552,-78.662019,66.240259,15.0000,0.033855,0.143609
2553,-78.529240,65.502106,15.0000,0.033847,0.143693
2554,-78.389523,64.765235,15.0000,0.033840,0.143788
2555,-78.242882,64.029710,15.0000,0.033834,0.143894
2556,-78.089330,63.295597,15.0000,0.033829,0.144009
2557,-77.928884,62.562960,15.0000,0.033824,0.144132
2558,-77.761557,61.831864,15.0000,0.033821,0.144261
2559,-77.587366,61.102373,15.0000,0.031491,0.144378
2560,-77.406327,60.374551,15.0000,0.034360,0.144516
2561,-77.218926,59.648341,15.0000,0.034052,0.144173
2562,-77.024600,58.923953,15.0000,0.034035,0.143946
2563,-76.823428,58.201437,15.0000,0.033999,0.143773
2564,-76.615432,57.480855,15.0000,0.033970,0.143650
2565,-76.400637,56.762271,15.0000,0.033945,0.143569
2566,-76.179068,56.045747,15.0000,0.033923,0.143523
2567,-75.950751,55.331344,15.0000,0.033905,0.143508
2568,-75.715710,54.619125,15.0000,0.033890,0.143520
2569,-75.473968,53.909153,15.0000,0.033876,0.143554
2570,-75.225552,53.201488,15.0000,0.033865,0.143607
2571,-74.970485,52.496193,15.0000,0.033855,0.143677
2572,-74.708791,51.793330,15.0000,0.033847,0.143760
2573,-74.440498,51.092960,15.0000,0.033840,0.143856
2574,-74.165628,50.395144,15.0000,0.033834,0.143962
2575,-73.884209,49.699944,15.0000,0.033829,0.144077
2576,-73.596267,49.007420,15.0000,0.033825,0.144200
2577,-73.301827,48.317634,15.0000,0.031494,0.144313
2578,-73.000917,47.630646,15.0000,0.034363,0.144446
2579,-72.694006,46.946317,15.0000,0.034055,0.144098
2580,-72.380574,46.264950,15.0000,0.034037,0.143869
