step,x,y,v,delta,cross_err
937,60.354117,132.291816,15.0000,0.033876,0.143546
938,59.860304,132.856307,15.0000,0.033865,0.143599
939,59.361199,133.416123,15.0000,0.033855,0.143669
940,58.856849,133.971218,15.0000,0.033847,0.143753
941,58.347298,134.521544,15.0000,0.033840,0.143848
942,57.832594,135.067052,15.0000,0.033834,0.143954
943,57.312783,135.607697,15.0000,0.033829,0.144069
944,56.787912,136.143430,15.0000,0.033825,0.144192
945,56.258028,136.674206,15.0000,0.031494,0.144305
946,55.723179,137.199978,15.0000,0.034363,0.144438
947,55.183749,137.721050,15.0000,0.034055,0.144090
948,54.639368,138.236946,15.0000,0.034037,0.143861
949,54.090129,138.747668,15.0000,0.034001,0.143685
950,53.536085,139.253172,15.0000,0.033971,0.143559
951,52.977289,139.753419,15.0000,0.033946,0.143475
952,52.413795,140.248369,15.0000,0.033925,0.143428
953,51.845658,140.737981,15.0000,0.033906,0.143411
954,51.272930,141.222216,15.0000,0.033890,0.143422
955,50.695666,141.701033,15.0000,0.033877,0.143454
956,50.113918,142.174392,15.0000,0.033866,0.143507
957,49.527739,142.642254,15.0000,0.033856,0.143575
958,48.937184,143.104579,15.0000,0.033847,0.143658
959,48.342305,143.561328,15.0000,0.033840,0.143754
960,47.743157,144.012461,15.0000,0.033834,0.143859
961,47.139793,144.457941,15.0000,0.033829,0.143974
962,46.532267,144.897728,15.0000,0.033825,0.144096
963,45.920634,145.331784,15.0000,0.033821,0.144225
964,45.304948,145.760072,15.0000,0.031491,0.144342
965,44.685265,146.182556,15.0000,0.034360,0.144480
966,44.061908,146.599600,15.0000,0.034052,0.144136
967,43.434597,147.010674,15.0000,0.034035,0.143910
968,42.803425,147.415793,15.0000,0.033999,0.143737
969,42.168450,147.814925,15.0000,0.033970,0.143613
970,41.529732,148.208040,15.0000,0.033945,0.143531
971,40.887331,148.595108,15.0000,0.033923,0.143486
972,40.241308,148.976099,15.0000,0.033905,0.143471
973,39.591723,149.350984,15.0000,0.033890,0.143482
974,38.938634,149.719732,15.0000,0.033876,0.143516
975,38.282101,150.082313,15.0000,0.033865,0.143570
976,37.622185,150.438697,15.0000,0.033855,0.143639
977,36.958944,150.788856,15.0000,0.033847,0.143723
978,36.292438,151.132760,15.0000,0.033840,0.143819
979,35.622727,151.470380,15.0000,0.033834,0.143925
980,34.949870,151.801687,15.0000,0.033829,0.144040
981,34.273929,152.126654,15.0000,0.033824,0.144162
982,33.594963,152.445252,15.0000,0.031494,0.144276
983,32.913032,152.757455,15.0000,0.034363,0.144408
984,32.228395,153.063677,15.0000,0.034055,0.144061
985,31.540865,153.363349,15.0000,0.034037,0.143831
986,30.850531,153.656500,15.0000,0.034001,0.143655
987,30.157454,153.943109,15.0000,0.033971,0.143529
988,29.461700,154.223157,15.0000,0.033946,0.143446
989,28.763334,154.496625,15.0000,0.033924,0.143398
990,28.062419,154.763493,15.0000,0.033906,0.143382
991,27.359020,155.023741,15.0000,0.033890,0.143392
992,26.653200,155.277351,15.0000,0.033877,0.143425
993,25.945023,155.524303,15.0000,0.033866,0.143477
994,25.234552,155.764576,15.0000,0.033856,0.143546
995,24.521852,155.998154,15.0000,0.033847,0.143629
996,23.806985,156.225016,15.0000,0.033840,0.143724
997,23.090017,156.445144,15.0000,0.033834,0.143830
998,22.371011,156.658520,15.0000,0.033829,0.143944
999,21.650030,156.865127,15.0000,0.033825,0.144067
1000,20.927138,157.064948,15.0000,0.033821,0.144195
1001,20.202401,157.257965,15.0000,0.031491,0.144313
1002,19.475881,157.444162,15.0000,0.034360,0.144450
1003,18.747760,157.623995,15.0000,0.034052,0.144107
1004,18.017955,157.796867,15.0000,0.034035,0.143881
1005,17.286548,157.962826,15.0000,0.033999,0.143707
1006,16.553603,158.121860,15.0000,0.033970,0.143584
1007,15.819188,158.273962,15.0000,0.033945,0.143502
1008,15.083370,158.419125,15.0000,0.033923,0.143457
1009,14.346216,158.557341,15.0000,0.033905,0.143442
1010,13.607792,158.688602,15.0000,0.033890,0.143453
1011,12.868163,158.812900,15.0000,0.033876,0.143487
1012,12.127397,158.930227,15.0000,0.033865,0.143541
1013,11.385559,159.040575,15.0000,0.033855,0.143610
1014,10.642716,159.143938,15.0000,0.033847,0.143694
1015,9.898933,159.240307,15.0000,0.033840,0.143790
1016,9.154277,159.329677,15.0000,0.033834,0.143896
1017,8.408813,159.412041,15.0000,0.033829,0.144011
1018,7.662608,159.487392,15.0000,0.033824,0.144133
1019,6.915727,159.555725,15.0000,0.033821,0.144262
1020,6.168238,159.617035,15.0000,0.031491,0.144380
1021,5.420205,159.671318,15.0000,0.034360,0.144517
1022,4.671725,159.719053,15.0000,0.034052,0.144174
1023,3.922824,159.759639,15.0000,0.034035,0.143948
1024,3.173573,159.793137,15.0000,0.033999,0.143775
1025,2.424038,159.819547,15.0000,0.033970,0.143651
1026,1.674287,159.838875,15.0000,0.033945,0.143570
1027,0.924387,159.851124,15.0000,0.033923,0.143525
1028,0.174405,159.856299,15.0000,0.033905,0.143510
1029,-0.575593,159.854405,15.0000,0.033890,0.143521
1030,-1.325539,159.845444,15.0000,0.033876,0.143555
1031,-2.075368,159.829421,15.0000,0.033865,0.143608
1032,-2.825013,159.806341,15.0000,0.033855,0.143678
1033,-3.574407,159.776207,15.0000,0.033847,0.143762
1034,-4.323485,159.739024,15.0000,0.033840,0.143858
1035,-5.072180,159.694797,15.0000,0.033834,0.143964
1036,-5.820426,159.643532,15.0000,0.033829,0.144079
1037,-6.568157,159.585235,15.0000,0.033825,0.144201
1038,-7.315306,159.519911,15.0000,0.031494,0.144314
1039,-8.061809,159.447567,15.0000,0.034363,0.144447
1040,-8.807650,159.368694,15.0000,0.034055,0.144100
1041,-9.552704,159.282702,15.0000,0.034037,0.143870
1042,-10.296911,159.189663,15.0000,0.034001,0.143694
1043,-11.040205,159.089589,15.0000,0.033971,0.143568
1044,-11.782519,158.982498,15.0000,0.033946,0.143485
1045,-12.523790,158.868403,15.0000,0.033925,0.143437
1046,-13.263952,158.747322,15.0000,0.033906,0.143421
1047,-14.002939,158.619268,15.0000,0.033890,0.143431
1048,-14.740687,158.484257,15.0000,0.033877,0.143464
1049,-15.477131,158.342305,15.0000,0.033866,0.143516
1050,-16.212206,158.193426,15.0000,0.033856,0.143585
1051,-16.945847,158.037636,15.0000,0.033847,0.143668
1052,-17.677990,157.874951,15.0000,0.033840,0.143763
1053,-18.408571,157.705388,15.0000,0.033834,0.143869
1054,-19.137525,157.528961,15.0000,0.033829,0.143983
1055,-19.864788,157.345689,15.0000,0.033825,0.144105
1056,-20.590296,157.155589,15.0000,0.033821,0.144234
1057,-21.313985,156.958677,15.0000,0.031491,0.144351
1058,-22.035792,156.754973,15.0000,0.034360,0.144489
1059,-22.755788,156.544961,15.0000,0.034052,0.144145
1060,-23.473746,156.328084,15.0000,0.034035,0.143919
1061,-24.189620,156.104422,15.0000,0.033999,0.143746
1062,-24.903347,155.874001,15.0000,0.033970,0.143622
1063,-25.614865,155.636846,15.0000,0.033945,0.143541
1064,-26.324112,155.392985,15.0000,0.033923,0.143495
1065,-27.031028,155.142446,15.0000,0.033905,0.143480
1066,-27.735551,154.885253,15.0000,0.033890,0.143492
1067,-28.437619,154.621435,15.0000,0.033876,0.143526
1068,-29.137171,154.351016,15.0000,0.033865,0.143579
1069,-29.834147,154.074024,15.0000,0.033855,0.143649
1070,-30.528486,153.790486,15.0000,0.033847,0.143732
1071,-31.220126,153.500428,15.0000,0.033840,0.143828
1072,-31.909008,153.203877,15.0000,0.033834,0.143934
1073,-32.595070,152.900862,15.0000,0.033829,0.144049
1074,-33.278254,152.591410,15.0000,0.033824,0.144172
1075,-33.958498,152.275549,15.0000,0.031494,0.144285
1076,-34.635743,151.953309,15.0000,0.034363,0.144418
1077,-35.310142,151.625155,15.0000,0.034055,0.144070
1078,-35.981378,151.290575,15.0000,0.034037,0.143841
1079,-36.649417,150.949659,15.0000,0.034001,0.143665
1080,-37.314201,150.602439,15.0000,0.033971,0.143539
1081,-37.975675,150.248954,15.0000,0.033946,0.143455
1082,-38.633783,149.889240,15.0000,0.033925,0.143408
1083,-39.288469,149.523334,15.0000,0.033906,0.143391
1084,-39.939676,149.151273,15.0000,0.033890,0.143402
1085,-40.587348,148.773093,15.0000,0.033877,0.143434
1086,-41.231431,148.388830,15.0000,0.033866,0.143487
1087,-41.871867,147.998521,15.0000,0.033856,0.143555
1088,-42.508602,147.602203,15.0000,0.033847,0.143638
1089,-43.141581,147.199911,15.0000,0.033840,0.143734
1090,-43.770747,146.791684,15.0000,0.033834,0.143839
1091,-44.396047,146.377559,15.0000,0.033829,0.143954
1092,-45.017426,145.957573,15.0000,0.033825,0.144076
1093,-45.634830,145.531764,15.0000,0.033821,0.144205
1094,-46.248204,145.100171,15.0000,0.031491,0.144322
1095,-46.857494,144.662833,15.0000,0.034360,0.144460
1096,-47.462935,144.220180,15.0000,0.034052,0.144116
1097,-48.064121,143.771766,15.0000,0.034035,0.143890
1098,-48.661037,143.317683,15.0000,0.033999,0.143717
1099,-49.253632,142.857975,15.0000,0.033970,0.143593
1100,-49.841857,142.392689,15.0000,0.033945,0.143512
1101,-50.425664,141.921872,15.0000,0.033923,0.143466
1102,-51.005004,141.445568,15.0000,0.033905,0.143451
1103,-51.579829,140.963824,15.0000,0.033890,0.143463
1104,-52.150089,140.476686,15.0000,0.033876,0.143497
1105,-52.715736,139.984199,15.0000,0.033865,0.143550
1106,-53.276722,139.486410,15.0000,0.033855,0.143619
1107,-53.832999,138.983363,15.0000,0.033847,0.143703
1108,-54.384519,138.475105,15.0000,0.033840,0.143799
1109,-54.931233,137.961682,15.0000,0.033834,0.143905
1110,-55.473096,137.443141,15.0000,0.033829,0.144020
1111,-56.010060,136.919529,15.0000,0.033824,0.144142
1112,-56.542078,136.390892,15.0000,0.033821,0.144271
1113,-57.069103,135.857278,15.0000,0.031491,0.144389
1114,-57.591091,135.318734,15.0000,0.034360,0.144526
1115,-58.108345,134.775644,15.0000,0.034052,0.144183
1116,-58.620391,134.227639,15.0000,0.034035,0.143957
1117,-59.127229,133.674814,15.0000,0.033999,0.143784
1118,-59.628815,133.117219,15.0000,0.033970,0.143661
1119,-60.125111,132.554911,15.0000,0.033945,0.143579
1120,-60.616077,131.987944,15.0000,0.033923,0.143534
1121,-61.101673,131.416370,15.0000,0.033905,0.143519
1122,-61.581859,130.840244,15.0000,0.033890,0.143530
1123,-62.056596,130.259620,15.0000,0.033876,0.143564
1124,-62.525845,129.674550,15.0000,0.033865,0.143618
1125,-62.989564,129.085090,15.0000,0.033855,0.143687
1126,-63.447717,128.491291,15.0000,0.033847,0.143771
1127,-63.900262,127.893209,15.0000,0.033840,0.143867
1128,-64.347163,127.290897,15.0000,0.033834,0.143973
1129,-64.788380,126.684409,15.0000,0.033829,0.144088
1130,-65.223875,126.073799,15.0000,0.033825,0.144210
1131,-65.653611,125.459123,15.0000,0.031494,0.144323
1132,-66.077550,124.840435,15.0000,0.034363,0.144456
1133,-66.496060,124.218060,15.0000,0.034055,0.144109
1134,-66.908607,123.591718,15.0000,0.034037,0.143879
1135,-67.315208,122.961499,15.0000,0.034001,0.143703
1136,-67.715831,122.327463,15.0000,0.033971,0.143577
1137,-68.110445,121.689670,15.0000,0.033946,0.143494
1138,-68.499020,121.048181,15.0000,0.033925,0.143446
1139,-68.881528,120.403054,15.0000,0.033906,0.143430
1140,-69.257937,119.754351,15.0000,0.033890,0.143440
1141,-69.628217,119.102129,15.0000,0.033877,0.143473
1142,-69.992338,118.446450,15.0000,0.033866,0.143525
1143,-70.350271,117.787372,15.0000,0.033856,0.143594
1144,-70.701986,117.124954,15.0000,0.033847,0.143677
1145,-71.047453,116.459257,15.0000,0.033840,0.143772
1146,-71.386643,115.790341,15.0000,0.033834,0.143878
1147,-71.719529,115.118264,15.0000,0.033829,0.143992
1148,-72.046081,114.443087,15.0000,0.033825,0.144114
1149,-72.366272,113.764870,15.0000,0.033821,0.144243
1150,-72.680073,113.083674,15.0000,0.031491,0.144360
1151,-72.987459,112.399559,15.0000,0.034360,0.144498
1152,-73.288847,111.712780,15.0000,0.034052,0.144154
1153,-73.583664,111.023154,15.0000,0.034035,0.143928
1154,-73.871942,110.330770,15.0000,0.033999,0.143755
1155,-74.153659,109.635690,15.0000,0.033970,0.143631
1156,-74.428796,108.937980,15.0000,0.033945,0.143550
1157,-74.697335,108.237704,15.0000,0.033923,0.143504
1158,-74.959256,107.534926,15.0000,0.033905,0.143489
1159,-75.214541,106.829710,15.0000,0.033890,0.143501
1160,-75.463171,106.122120,15.0000,0.033876,0.143535
1161,-75.705125,105.412220,15.0000,0.033865,0.143588
1162,-75.940387,104.700074,15.0000,0.033855,0.143657
1163,-76.168936,103.985745,15.0000,0.033847,0.143741
1164,-76.390755,103.269298,15.0000,0.033840,0.143837
1165,-76.605826,102.550797,15.0000,0.033834,0.143943
1166,-76.814131,101.830305,15.0000,0.033829,0.144058
1167,-77.015652,101.107886,15.0000,0.033825,0.144181
1168,-77.210374,100.383604,15.0000,0.031494,0.144294
1169,-77.398280,99.657525,15.0000,0.034363,0.144426
1170,-77.579824,98.929829,15.0000,0.034055,0.144079
1171,-77.754411,98.200432,15.0000,0.034037,0.143849
1172,-77.922089,97.469416,15.0000,0.034001,0.143673
1173,-78.082844,96.736847,15.0000,0.033971,0.143547
1174,-78.236671,96.002792,15.0000,0.033946,0.143464
1175,-78.383561,95.267317,15.0000,0.033925,0.143417
1176,-78.523508,94.530489,15.0000,0.033906,0.143400
1177,-78.656502,93.792375,15.0000,0.033890,0.143410
1178,-78.782536,93.053040,15.0000,0.033877,0.143443
1179,-78.901601,92.312552,15.0000,0.033866,0.143495
1180,-79.013691,91.570975,15.0000,0.033856,0.143564
1181,-79.118797,90.828376,15.0000,0.033847,0.143647
1182,-79.216911,90.084822,15.0000,0.033840,0.143742
1183,-79.308029,89.340377,15.0000,0.033834,0.143848
1184,-79.392141,88.595109,15.0000,0.033829,0.143963
1185,-79.469243,87.849083,15.0000,0.033825,0.144085
1186,-79.539329,87.102364,15.0000,0.033821,0.144213
1187,-79.602393,86.355021,15.0000,0.031491,0.144331
1188,-79.658431,85.607117,15.0000,0.034360,0.144468
1189,-79.707922,84.858752,15.0000,0.034052,0.144125
1190,-79.750265,84.109948,15.0000,0.034035,0.143899
1191,-79.785521,83.360777,15.0000,0.033999,0.143725
1192,-79.813689,82.611306,15.0000,0.033970,0.143602
1193,-79.834776,81.861603,15.0000,0.033945,0.143520
1194,-79.848785,81.111733,15.0000,0.033923,0.143475
1195,-79.855720,80.361766,15.0000,0.033905,0.143460
1196,-79.855585,79.611766,15.0000,0.033890,0.143471
1197,-79.848384,78.861800,15.0000,0.033876,0.143505
1198,-79.834121,78.111936,15.0000,0.033865,0.143558
1199,-79.812799,77.362239,15.0000,0.033855,0.143628
1200,-79.784423,76.612776,15.0000,0.033847,0.143712
1201,-79.748998,75.863613,15.0000,0.033840,0.143808
1202,-79.706528,75.114816,15.0000,0.033834,0.143914
1203,-79.657019,74.366452,15.0000,0.033829,0.144029
1204,-79.600476,73.618587,15.0000,0.033824,0.144151
1205,-79.536905,72.871286,15.0000,0.033821,0.144280
1206,-79.466313,72.124615,15.0000,0.031491,0.144397
1207,-79.388707,71.378641,15.0000,0.034360,0.144535
1208,-79.304577,70.633375,15.0000,0.034052,0.144192
1209,-79.213334,69.888946,15.0000,0.034035,0.143966
1210,-79.115051,69.145413,15.0000,0.033999,0.143793
1211,-79.009741,68.402843,15.0000,0.033970,0.143669
1212,-78.897420,67.661302,15.0000,0.033945,0.143588
1213,-78.778104,66.920854,15.0000,0.033923,0.143542
1214,-78.651808,66.181564,15.0000,0.033905,0.143527
1215,-78.518550,65.443497,15.0000,0.033890,0.143539
1216,-78.378344,64.706719,15.0000,0.033876,0.143573
1217,-78.231205,63.971294,15.0000,0.033865,0.143626
1218,-78.077150,63.237286,15.0000,0.033855,0.143696
1219,-77.916194,62.504761,15.0000,0.033847,0.143780
1220,-77.748354,61.773782,15.0000,0.033840,0.143875
1221,-77.573647,61.044415,15.0000,0.033834,0.143982
1222,-77.392088,60.316722,15.0000,0.033829,0.144097
1223,-77.203696,59.590769,15.0000,0.033825,0.144219
1224,-77.008488,58.866618,15.0000,0.031494,0.144332
1225,-76.806483,58.144334,15.0000,0.034363,0.144465
1226,-76.598164,57.423846,15.0000,0.034055,0.144117
1227,-76.382975,56.705380,15.0000,0.034037,0.143888
1228,-76.160996,55.988982,15.0000,0.034001,0.143712
1229,-75.932252,55.274716,15.0000,0.033971,0.143586
1230,-75.696769,54.562643,15.0000,0.033946,0.143502
1231,-75.454575,53.852825,15.0000,0.033925,0.143455
1232,-75.205696,53.145323,15.0000,0.033906,0.143438
1233,-74.950158,52.440199,15.0000,0.033890,0.143449
1234,-74.687988,51.737513,15.0000,0.033877,0.143481
1235,-74.419212,51.037328,15.0000,0.033866,0.143534
1236,-74.143857,50.339704,15.0000,0.033856,0.143602
1237,-73.861949,49.644702,15.0000,0.033847,0.143685
1238,-73.573515,48.952382,15.0000,0.033840,0.143781
1239,-73.278582,48.262807,15.0000,0.033834,0.143886
1240,-72.977178,47.576035,15.0000,0.033829,0.144001
1241,-72.669330,46.892127,15.0000,0.033825,0.144123
1242,-72.355066,46.211144,15.0000,0.033821,0.144252
1243,-72.034416,45.533144,15.0000,0.031491,0.144369
1244,-71.707408,44.858188,15.0000,0.034360,0.144506
1245,-71.374506,44.186119,15.0000,0.034052,0.144163
1246,-71.035203,43.517260,15.0000,0.034035,0.143936
1247,-70.689586,42.851641,15.0000,0.033999,0.143763
1248,-70.337688,42.189320,15.0000,0.033970,0.143640
1249,-69.979550,41.530354,15.0000,0.033945,0.143558
1250,-69.615206,40.874798,15.0000,0.033924,0.143513
1251,-69.244696,40.222707,15.0000,0.033905,0.143498
1252,-68.868055,39.574139,15.0000,0.033890,0.143509
1253,-68.485319,38.929147,15.0000,0.033876,0.143543
1254,-68.096527,38.287789,15.0000,0.033865,0.143596
1255,-67.701715,37.650119,15.0000,0.033855,0.143666
1256,-67.300919,37.016192,15.0000,0.033847,0.143750
1257,-66.894178,36.386064,15.0000,0.033840,0.143845
1258,-66.481527,35.759790,15.0000,0.033834,0.143951
1259,-66.063006,35.137423,15.0000,0.033829,0.144066
1260,-65.638652,34.519019,15.0000,0.033825,0.144189
1261,-65.208503,33.904632,15.0000,0.031494,0.144302
1262,-64.772599,33.294314,15.0000,0.034363,0.144435
1263,-64.331370,32.687835,15.0000,0.034055,0.144087
1264,-63.884371,32.085596,15.0000,0.034037,0.143858
1265,-63.431692,31.487615,15.0000,0.034001,0.143682
1266,-62.973377,30.893941,15.0000,0.033971,0.143556
1267,-62.509474,30.304625,15.0000,0.033946,0.143472
1268,-62.040029,29.719714,15.0000,0.033925,0.143425
1269,-61.565087,29.139257,15.0000,0.033906,0.143408
1270,-61.084694,28.563304,15.0000,0.033890,0.143419
1271,-60.598896,27.991902,15.0000,0.033877,0.143451
1272,-60.107738,27.425100,15.0000,0.033866,0.143504
1273,-59.611266,26.862947,15.0000,0.033856,0.143573
1274,-59.109526,26.305491,15.0000,0.033847,0.143656
1275,-58.602564,25.752780,15.0000,0.033840,0.143751
1276,-58.090426,25.204862,15.0000,0.033834,0.143856
1277,-57.573158,24.661784,15.0000,0.033829,0.143971
1278,-57.050807,24.123593,15.0000,0.033825,0.144093
1279,-56.523420,23.590336,15.0000,0.033821,0.144222
1280,-55.991044,23.062060,15.0000,0.031491,0.144339
1281,-55.453726,22.538811,15.0000,0.034360,0.144477
1282,-54.911851,22.020283,15.0000,0.034052,0.144133
1283,-54.365049,21.506953,15.0000,0.034035,0.143907
1284,-53.813414,20.998820,15.0000,0.033999,0.143734
1285,-53.256998,20.495927,15.0000,0.033970,0.143610
1286,-52.695856,19.998313,15.0000,0.033945,0.143529
1287,-52.130042,19.506018,15.0000,0.033923,0.143483
1288,-51.559609,19.019083,15.0000,0.033905,0.143468
1289,-50.984611,18.537546,15.0000,0.033890,0.143480
1290,-50.405103,18.061448,15.0000,0.033876,0.143514
1291,-49.821136,17.590828,15.0000,0.033865,0.143567
1292,-49.232765,17.125727,15.0000,0.033855,0.143636
1293,-48.640043,16.666183,15.0000,0.033847,0.143720
1294,-48.043024,16.212235,15.0000,0.033840,0.143816
1295,-47.441762,15.763923,15.0000,0.033834,0.143922
1296,-46.836310,15.321284,15.0000,0.033829,0.144037
1297,-46.226724,14.884358,15.0000,0.033824,0.144159
1298,-45.613058,14.453181,15.0000,0.031494,0.144273
1299,-44.995366,14.027791,15.0000,0.034363,0.144406
1300,-44.373975,13.607823,15.0000,0.034055,0.144058
1301,-43.748602,13.193807,15.0000,0.034037,0.143828
1302,-43.119339,12.785728,15.0000,0.034001,0.143652
1303,-42.486245,12.383620,15.0000,0.033971,0.143527
1304,-41.849380,11.987510,15.0000,0.033946,0.143443
1305,-41.208803,11.597431,15.0000,0.033924,0.143396
1306,-40.564576,11.213411,15.0000,0.033906,0.143379
1307,-39.916757,10.835481,15.0000,0.033890,0.143389
1308,-39.265407,10.463672,15.0000,0.033877,0.143422
1309,-38.610583,10.098013,15.0000,0.033866,0.143474
1310,-37.952347,9.738535,15.0000,0.033856,0.143543
1311,-37.290756,9.385267,15.0000,0.033847,0.143626
1312,-36.625872,9.038239,15.0000,0.033840,0.143722
1313,-35.957753,8.697480,15.0000,0.033834,0.143827
1314,-35.286459,8.363018,15.0000,0.033829,0.143942
1315,-34.612050,8.034883,15.0000,0.033825,0.144064
1316,-33.934586,7.713102,15.0000,0.033821,0.144192
1317,-33.254128,7.397703,15.0000,0.031491,0.144310
1318,-32.570736,7.088713,15.0000,0.034360,0.144448
1319,-31.884666,6.785714,15.0000,0.034052,0.144104
1320,-31.195734,6.489280,15.0000,0.034035,0.143878
1321,-30.504028,6.199379,15.0000,0.033999,0.143705
1322,-29.809611,5.916032,15.0000,0.033970,0.143581
1323,-29.112548,5.639259,15.0000,0.033945,0.143500
1324,-28.412904,5.369078,15.0000,0.033923,0.143454
1325,-27.710742,5.105508,15.0000,0.033905,0.143439
1326,-27.006127,4.848569,15.0000,0.033890,0.143451
1327,-26.299123,4.598280,15.0000,0.033876,0.143485
1328,-25.589793,4.354660,15.0000,0.033865,0.143538
1329,-24.878200,4.117729,15.0000,0.033855,0.143607
1330,-24.164410,3.887504,15.0000,0.033847,0.143691
1331,-23.448486,3.664005,15.0000,0.033840,0.143787
1332,-22.730490,3.447249,15.0000,0.033834,0.143893
1333,-22.010489,3.237254,15.0000,0.033829,0.144008
1334,-21.288545,3.034038,15.0000,0.033824,0.144130
1335,-20.564722,2.837617,15.0000,0.033821,0.144259
1336,-19.839086,2.648008,15.0000,0.031491,0.144377
1337,-19.111699,2.465228,15.0000,0.034360,0.144515
1338,-18.382741,2.288819,15.0000,0.034052,0.144171
1339,-17.652132,2.119378,15.0000,0.034035,0.143945
1340,-16.919952,1.956859,15.0000,0.033999,0.143772
1341,-16.186268,1.801271,15.0000,0.033970,0.143649
1342,-15.451146,1.652622,15.0000,0.033945,0.143567
1343,-14.714655,1.510919,15.0000,0.033923,0.143522
1344,-13.976859,1.376169,15.0000,0.033905,0.143507
1345,-13.237826,1.248380,15.0000,0.033890,0.143518
1346,-12.497622,1.127559,15.0000,0.033876,0.143552
1347,-11.756312,1.013715,15.0000,0.033865,0.143606
1348,-11.013964,0.906854,15.0000,0.033855,0.143675
1349,-10.270643,0.806984,15.0000,0.033847,0.143759
1350,-9.526416,0.714110,15.0000,0.033840,0.143855
1351,-8.781348,0.628241,15.0000,0.033834,0.143961
1352,-8.035505,0.549382,15.0000,0.033829,0.144076
1353,-7.288954,0.477539,15.0000,0.033825,0.144199
1354,-6.541760,0.412716,15.0000,0.031494,0.144311
1355,-5.793991,0.354920,15.0000,0.032021,0.144444
1356,-5.045744,0.303669,15.0000,-0.002761,0.144097
1357,-4.297071,0.259078,15.0000,0.000167,0.143379
1358,-3.548432,0.213913,15.0000,-0.000004,0.135042
1359,-2.799791,0.168783,15.0000,-0.000000,0.119699
1360,-2.051150,0.123652,15.0000,-0.000000,0.097318
1361,-1.302509,0.078521,15.0000,-0.000000,0.067907
1362,-0.553868,0.033389,15.0000,-0.000000,0.031472
1363,0.194773,-0.011742,15.0000,0.100000,-0.011977
1364,0.943414,-0.056873,15.0000,0.200000,-0.062427
1365,1.693021,-0.081124,15.0000,0.222724,-0.099011
1366,2.442806,-0.063150,15.0000,0.122724,-0.100397
1367,3.189977,0.001928,15.0000,0.022724,-0.061652
1368,3.934481,0.092562,15.0000,-0.077276,-0.004246
1369,4.678397,0.187894,15.0000,-0.082392,0.050891
1370,5.424192,0.267205,15.0000,0.017608,0.082914
1371,6.171610,0.329390,15.0000,0.049644,0.090708
1372,6.918714,0.395229,15.0000,0.026866,0.095131
1373,7.664839,0.471374,15.0000,0.029737,0.102867
1374,8.410374,0.553085,15.0000,0.030149,0.109161
1375,9.155209,0.640954,15.0000,0.030688,0.114611
1376,9.899282,0.735059,15.0000,0.028978,0.119303
1377,10.642525,0.835506,15.0000,0.031996,0.123349
1378,11.384935,0.941934,15.0000,0.032047,0.126392
1379,12.126370,1.054958,15.0000,0.032319,0.129061
1380,12.866769,1.174580,15.0000,0.030288,0.131350
1381,13.606064,1.300846,15.0000,0.033228,0.133346
1382,14.344270,1.433329,15.0000,0.033094,0.134610
1383,15.081221,1.572623,15.0000,0.033216,0.135757
1384,15.816861,1.718688,15.0000,0.033299,0.136758
1385,16.551120,1.871536,15.0000,0.033372,0.137638
1386,17.283934,2.031173,15.0000,0.033433,0.138415
1387,18.015236,2.197597,15.0000,0.033486,0.139103
1388,18.744961,2.370809,15.0000,0.033532,0.139716
1389,19.473042,2.550803,15.0000,0.033570,0.140264
1390,20.199414,2.737574,15.0000,0.033603,0.140757
1391,20.924013,2.931112,15.0000,0.033632,0.141203
1392,21.646772,3.131408,15.0000,0.033656,0.141609
1393,22.367629,3.338450,15.0000,0.033676,0.141980
1394,23.086517,3.552224,15.0000,0.033694,0.142322
1395,23.803373,3.772717,15.0000,0.033709,0.142638
1396,24.518134,3.999911,15.0000,0.033722,0.142933
1397,25.230735,4.233791,15.0000,0.033733,0.143210
1398,25.941113,4.474337,15.0000,0.033743,0.143471
1399,26.649206,4.721533,15.0000,0.031429,0.143701
1400,27.354949,4.975356,15.0000,0.034301,0.143936
1401,28.058449,5.235334,15.0000,0.034002,0.143676
1402,28.759438,5.502004,15.0000,0.033993,0.143522
1403,29.457877,5.775287,15.0000,0.033962,0.143410
1404,30.153703,6.055154,15.0000,0.033939,0.143338
1405,30.846857,6.341576,15.0000,0.033918,0.143302
1406,31.537279,6.634523,15.0000,0.033901,0.143294
1407,32.224909,6.933963,15.0000,0.033886,0.143312
1408,32.909688,7.239868,15.0000,0.033873,0.143352
1409,33.591556,7.552208,15.0000,0.033862,0.143410
1410,34.270454,7.870952,15.0000,0.033853,0.143483
1411,34.946323,8.196070,15.0000,0.033845,0.143571
1412,35.619103,8.527531,15.0000,0.033838,0.143669
1413,36.288736,8.865305,15.0000,0.033832,0.143778
1414,36.955164,9.209361,15.0000,0.033828,0.143895
1415,37.618327,9.559667,15.0000,0.033823,0.144019
1416,38.278169,9.916191,15.0000,0.033820,0.144150
1417,38.934630,10.278901,15.0000,0.031491,0.144270
1418,39.587653,10.647764,15.0000,0.034360,0.144408
1419,40.237424,11.022328,15.0000,0.034051,0.144066
1420,40.883589,11.403078,15.0000,0.034035,0.143841
1421,41.526123,11.789925,15.0000,0.033998,0.143669
1422,42.164969,12.182832,15.0000,0.033969,0.143546
1423,42.800074,12.581757,15.0000,0.033944,0.143465
1424,43.431386,12.986659,15.0000,0.033923,0.143420
1425,44.058850,13.397498,15.0000,0.033905,0.143406
